Var1_1,Var1_2,Var1_3,Var1_4,Var1_5,Var1_6,Var1_7,Var1_8,Var1_9,Var1_10,Var1_11,Var1_12,Var1_13,Var1_14,Var1_15,Var1_16,Var1_17,Var1_18,Var1_19,Var1_20,Var1_21,Var1_22,Var1_23,Var1_24,Var1_25,Var1_26,Var1_27,Var1_28,Var1_29,Var1_30,Var1_31,Var1_32,Var1_33,Var1_34,Var1_35,Var1_36,Var1_37,Var1_38,Var1_39,Var1_40,Var1_41,Var1_42,Var1_43,Var1_44,Var1_45,Var1_46,Var1_47,Var1_48,Var1_49,Var1_50,Var1_51,Var1_52,Var1_53,Var1_54,Var1_55,Var1_56,Var1_57,Var1_58,Var1_59,Var1_60,Var1_61,Var1_62,Var1_63,Var1_64,Var1_65,Var1_66,Var1_67,Var1_68,Var1_69,Var1_70,Var1_71,Var1_72,Var1_73,Var1_74,Var1_75,Var1_76,Var1_77,Var1_78,Var1_79,Var1_80,Var1_81,Var1_82,Var1_83,Var1_84,Var1_85,Var1_86,Var1_87,Var1_88,Var1_89,Var1_90,Var1_91,Var1_92,Var1_93,Var1_94,Var1_95,Var1_96,Var1_97,Var1_98,Var1_99
0.971417560733146,0.0149851560606011,0.835215765065691,0.551763336178554,0.934124933608187,0.621382829590289,0.962020163822452,0.799442749433277,0.851382264064267,0.533744750626444,0.444412344225854,0.0287592092780123,0.447649085026116,0.155730225134112,0.909392581777864,0.79329262956612,0.913727863258834,0.405808840912633,0.441577194037214,0.531966790400759,0.480837447450967,0.859470091366217,0.00423534818673845,0.924671470772977,0.899300993280495,0.0445066592103572,0.130817250087067,0.00216888473341387,0.297679200986128,0.94058036348087,0.0243528008458064,0.914577405375434,0.828738667887021,0.0285820632237353,0.984787307367214,0.164369044465403,0.445911813332473,0.0657871539881204,0.376577308735224,0.0379700444574861,0.200067335917645,0.147472758173893,0.463755713632667,0.528056026272851,0.971022471074798,0.539361233909292,0.841196450747839,0.0903582541116242,0.206450271286081,0.0862194603146292,0.59151038570943,0.556584153172946,0.466600465840803,0.517538114839387,0.139809436942854,0.995254676529677,0.0751691262743001,0.100618727938138,0.953880480820621,0.864985814305524,0.997551123167356,0.696570794656696,0.0572087825788141,0.974171146956009,0.0849504922616942,0.166157371722443,3.76043118780338e-07,0.000227536572184825,0.000415190468906206,0.00232485048897277,8.79124036929255e-05,0.00203986167448659,9.79172006234601e-06,0.00048991464907811,0.00114497776183906,0.00249953574088976,0.0275316295012951,0.000218319647189446,0.0129896810645919,0.00307332411804894,0.000249164110511951,0.000257099147799741,5.26764265372205e-05,0.00268077337793669,0.0018386527898407,0.00143274375843788,0.00162443770964604,0.000720471690929119,0.000509975283584423,0.000159402952722838,8.02787813664439e-05,0.00161285996902203,0.00419693560740977,0.000279992099230018,0.00575000435717556,0.00221085394031566,0.00147605219818493,0.00047210236287137,0.00510396039053558
8.45353150359273e-05,6.30365117771598e-05,2.91191674681768e-06,0.00360977927254693,0.00554098484439432,7.05430832273494e-05,2.31427531657455e-05,0.000264343406540173,2.88676504019723e-07,7.41145784817877e-07,7.2443316422799e-06,1.3217507019943e-05,0.000360749184419704,0.000158687270058019,8.92235859410947e-05,0.000217517225760185,0.000124304889811156,0.000659492422735267,1.67909154815458e-05,3.32323134252182e-06,0.000505545609054482,0.000190893213893876,0.000203414016827063,0.000152990435577474,5.68782922347665e-06,1.90400157051684e-05,0.00013331368509563,2.48411495973759e-05,0.000192309775757439,5.82540484978509e-06,2.28426211527182e-06,5.8262127978807e-06,0.000282708180588244,0.999557211449981,0.998401372630485,0.999503946990708,0.996197927680012,0.994413367761005,0.997554333837562,0.997702191703987,0.991868459500164,0.999921715685952,0.999962046160252,0.99899183880859,0.998241397610127,0.998800028150047,0.996383004619921,0.999836687517098,0.997988068352157,0.998447767515936,0.998924638100123,0.997778405112691,0.999891490718665,0.998360908681386,0.999547954072191,0.998961244225875,0.996312790577142,0.999761380248242,0.999745045290765,0.998961885466973,0.999535161842123,0.999633874389694,0.999710608139683,0.999653165072577,0.999844953675592,0.999249616043683,0.000358253234983088,0.00153559085773779,0.000493141092545103,0.000192293047441128,4.56473946002997e-05,0.00237512307921037,0.00227466554284694,0.00786719709329592,7.79956375443048e-05,3.72126939638621e-05,0.00100091685976781,0.00174538488285326,0.000839222665532939,0.00345830811002069,7.40888969612332e-05,0.00179441442208261,0.00142792759425322,0.000415869477142101,0.00220480397182739,0.000105186049992287,0.00113354570955962,0.000261152713915161,0.000835341757298193,0.00353421898728037,0.000232931922534769,0.000235914693529513,0.000904800847931319,0.000439997008279912,0.000173815834548122,0.000283566455466747,0.00034455066530792,0.000149220111610067,0.000467675775728669
5.4900904326785e-06,2.29891942331604e-06,2.91092837084703e-07,0.00230202173651206,5.16694311052866e-06,1.55192028785152e-06,9.70580092991325e-09,5.66842779933204e-06,1.12392859504834e-07,1.06864119288512e-05,8.82675801589055e-07,2.40453280938055e-05,6.32535146812188e-07,7.50070826996648e-05,0.000301872776335636,1.82634486373657e-05,0.00035761442893602,0.000678355267554069,0.0063344536100747,2.55443382199894e-05,1.42978420741909e-05,3.79049658131718e-05,5.82782364319461e-06,0.000522736814699942,8.60053495879377e-05,1.21767304987806e-06,6.02600465736121e-06,0.000105437576886316,0.000147547542745886,8.00961116354735e-06,4.04320633870447e-05,4.80906222105361e-06,5.48480320638576e-05,0.99861344142226,0.998744556844733,0.99988544322867,0.996743780146826,0.999891338975321,0.999334857042961,0.999988045093213,0.999930025311659,0.999878545992149,0.999004046418393,0.999735337610681,0.996603715034933,0.999666357378365,0.996382812825035,0.996459350616644,0.996577877505136,0.999189979789669,0.998549318728926,0.991034576465567,0.998974626530045,0.99992989760782,0.998615380563469,0.999865466651786,0.996274797817449,0.999727708679315,0.999910894231131,0.996051683289233,0.995498602091993,0.998579416642225,0.999524664859207,0.99908654922475,0.999597139528513,0.999365823895845,0.00138106848730671,0.00125314423584357,0.000114265678493376,0.00095419811666144,0.000103494081568794,0.000663591036750688,1.19452009860328e-05,6.43062605419938e-05,0.000121341614991564,0.000985267169678366,0.000263779713517021,0.0033722396369739,0.000333010086488255,0.00354218009226517,0.00323877660702056,0.00340385904622689,0.000452405781394554,0.000772326003519928,0.00263096992435818,0.000999829131734665,5.58045501059492e-05,0.0013467144707174,0.000128705524570544,0.00320246536785101,0.000186285971096757,8.78880958194417e-05,0.00394229070610928,0.00439596033112102,0.00127303581502893,0.00046732552962914,0.000873018711862881,0.000398051409266022,0.000579328072091509
1.1957043738273e-05,3.66047092184236e-07,4.74040946479637e-05,0.00344991158456387,1.94030284444621e-06,9.04305048384313e-06,1.40013368258256e-06,4.52319532115839e-05,6.14077060631362e-06,7.60467305164316e-05,7.48228330018933e-08,3.42598068889995e-05,1.21314801155961e-05,1.70792169511442e-06,0.00705189705715574,0.000160566036906741,1.31207345941456e-06,4.08668740646041e-06,8.11795394062989e-06,2.08917746483939e-05,4.49165437757676e-05,3.52045052844573e-05,0.000121373969783303,9.94097957785913e-06,0.000277554042029671,1.57940542635978e-05,7.51889605845066e-05,8.86035663069541e-06,1.02132564481611e-06,0.000141614935060478,5.15790423187104e-07,4.91291352237094e-05,4.57183586606144e-07,0.999472274148448,0.999980219145145,0.999046187363838,0.994723808407551,0.999934552727133,0.99901327106426,0.999820456675652,0.996652650661654,0.998883863779565,0.999439630905414,0.999670657205015,0.99887939543152,0.99982797695726,0.999831582094271,0.992281697412249,0.992267764396594,0.999914316818906,0.999794216023775,0.999460221115865,0.998605912304958,0.996735422242676,0.998891764968805,0.997311266418146,0.999490448134862,0.998894397930846,0.998337306278972,0.994881934355559,0.999667849812481,0.999937849009544,0.997029608465196,0.999922186948289,0.998803393596417,0.999955046582279,0.000515768807813792,1.94148077624707e-05,0.000906408541514442,0.0018262800078846,6.35069700221038e-05,0.000977685885255979,0.000178143190665785,0.00330211738513434,0.00110999544982867,0.000484322364069539,0.000329267972151658,0.0010863447615906,0.000159891562624529,0.000166709984033892,0.000666405530595393,0.00757166956649872,8.43711076347959e-05,0.000201697288818299,0.00053166093019394,0.00137319592039378,0.00321966121354843,0.00107303052591072,0.00256735961207031,0.000499610885560123,0.000828048027124606,0.00164689966676414,0.00504287668385654,0.000323289830888448,6.11296648115765e-05,0.00282877659974373,7.72972612881243e-05,0.00114747726835949,4.44962341340256e-05
0.000138145440906364,1.16218576146466e-05,1.97038601790743e-05,1.69788953332821e-07,5.31468243730682e-05,9.31664092039616e-07,3.51170009368821e-06,1.01900281034342e-07,1.18272215475396e-06,2.76900736638424e-05,0.000312347808843731,1.03895027600425e-06,3.45143512903207e-07,0.000104987674552592,2.58070471263586e-06,6.05168918588336e-06,1.68244128435751e-05,1.22954070661679e-07,2.3552355200412e-06,9.29710745039749e-06,0.000218614398141541,1.9321520669369e-06,1.94634692925051e-07,8.62190989416585e-06,9.56519267214224e-05,9.82211591708993e-07,5.79044500616208e-07,5.36397405923685e-07,1.74280554302654e-06,0.00033298870320517,2.2244135705884e-05,8.78873766573268e-06,0.000181165852442926,0.99663444963876,0.999909693022387,0.997676348567333,0.999863007907117,0.998630373534214,0.999820195448479,0.999725223393591,0.999986182235647,0.999654614058176,0.995855589563222,0.978079911624336,0.999426984142094,0.999971548539253,0.998432690584902,0.999174731708868,0.999849500459041,0.999401806756584,0.99997730081748,0.999650184453971,0.997575468535756,0.995724101945851,0.999449703920831,0.999950572729575,0.999447938833909,0.994712916924258,0.999560802005564,0.999816543223169,0.999754121515749,0.999738824591209,0.993364947046855,0.999288572898119,0.99946677065001,0.99684774161859,0.00322740492033359,7.86851199984429e-05,0.00230394757248743,0.000136822303930156,0.00131647964141275,0.000178872887429077,0.000271264906315616,1.37158640722407e-05,0.000344203219669504,0.00411672036311406,0.0216077405668206,0.000571976907629665,2.81063172339671e-05,0.00146232174054546,0.000822687586419905,0.000144447851773009,0.000581368830572726,2.25762284492593e-05,0.000347460310508872,0.00241523435679388,0.00405728365600739,0.000548363927102194,4.92326357317517e-05,0.000543439256196757,0.00519143114902077,0.00043821578284447,0.000182877732330144,0.000245342086844594,0.000259432603247518,0.00630206424993948,0.000689182966175769,0.000524440612324662,0.00297109252896691
7.13853474872922e-06,1.18034793518762e-05,4.39688094983066e-06,3.6551702572518e-05,1.4251241542181e-05,9.40040013908526e-08,5.4819426089892e-08,2.13264661632462e-08,1.34006444620654e-06,0.000146774633794872,1.62028251531606e-05,1.70224858616102e-05,0.00117094076716495,9.93741960186183e-07,2.06316561112293e-05,1.09970825223401e-06,0.000200510806808713,3.98814609890505e-05,2.47331447531501e-06,7.57822089544057e-06,4.14657248376363e-06,6.91360232647145e-05,0.000671319271284004,1.61269375204455e-05,0.000717814370572151,8.19840065822591e-06,0.000106880110006941,1.09335009822107e-05,1.62431314032333e-05,0.000469295607391896,0.000114608481301014,3.65686725404367e-05,8.0983943791625e-06,0.998556780097337,0.999608742753149,0.999493563708704,0.998030982732001,0.999554895078789,0.999984339312729,0.999993432107477,0.999992525045882,0.999689573615682,0.995575533981167,0.999423895252751,0.999292737556693,0.993262162831993,0.999883405794404,0.998508416836903,0.99992080017992,0.997925133846884,0.997236598623747,0.999924056722425,0.997967789834577,0.999448993749394,0.998657241282338,0.994652405526634,0.998895484767978,0.995083819293094,0.998410006492729,0.994230757213638,0.999321073418875,0.999219758404633,0.998805325351291,0.996464160805475,0.998087011445502,0.998853116822129,0.00143608136791448,0.000379453767499014,0.000502039410346528,0.00193246556542678,0.000430853679668328,1.55666832694005e-05,6.51307309737177e-06,7.45362765156557e-06,0.000309086319871239,0.00427769138503847,0.000559901922096041,0.000690239957445629,0.00556689640084232,0.000115600463635882,0.00147095150698589,7.81001118279767e-05,0.00187435534630708,0.00272351991526365,7.34699630999236e-05,0.00202463194452797,0.000546859678122509,0.00127362269439728,0.00467627520208202,0.00108838829450108,0.0041983663363335,0.00158179510661276,0.00566236267635489,0.000667993080142547,0.000763998463963451,0.000725379041317096,0.00342123071322401,0.00187641988195722,0.00113878478349233
0.000120396386429921,5.5973381640635e-06,3.04845460664209e-06,0.000803635228429712,7.38154374426002e-05,3.2261229911216e-06,5.38808896552553e-07,1.62798238006566e-05,5.91662183268624e-05,6.71458369378229e-05,0.0010785058765401,1.78164037671547e-06,3.35202241200078e-06,2.8221925407307e-07,1.69411495630125e-06,1.67774919413234e-05,1.93307006818712e-06,5.32365047600821e-05,5.85754757532325e-05,1.0520489316499e-05,8.04995290793337e-06,1.17025951952164e-05,1.82596183478878e-05,1.55791089939813e-05,1.44725601840289e-06,4.48615301316884e-05,3.7774715552513e-05,5.44606592811354e-07,1.55470497251031e-05,3.26547535056971e-05,1.73008691980051e-05,0.00702762936096771,4.88849260934924e-05,0.36386573596473,0.649532028431098,0.152905095229724,0.635694400901895,0.0614632235467852,0.0633410701281625,0.684727520730053,0.117775150906237,0.308845371514262,0.196639318449475,0.45608331173129,0.430587880372521,0.28665015694359,0.148687409671618,0.290864893069682,0.534416260491465,0.239226813512221,0.100443980316613,0.835455709303167,0.0922893772589165,0.560536006529545,0.584883416717928,0.567921479201148,0.240424323354228,0.0292267822671499,0.0841221577438567,0.591348064298975,0.619727499848137,0.09256939322036,0.136512003607571,0.533887396825118,0.529271415509076,0.347425214689476,0.63601386764884,0.350462374230738,0.847091856315669,0.363501963869675,0.938462961015772,0.936655703748846,0.315271940461051,0.882208569269962,0.691095462267411,0.803293535713587,0.54283818239217,0.569410337987103,0.713346491033998,0.851312308109128,0.709133412815362,0.465566962016593,0.760771253417711,0.899502783178626,0.16448571522108,0.907700102251767,0.439455943517547,0.415104880686877,0.432060261180504,0.759560097536778,0.970771770476832,0.915832980726012,0.408614160985472,0.38027195554527,0.907415059729915,0.863455341638923,0.466095302305684,0.463700955129956,0.652525900384431
