nfb_score_s1_1,nfb_score_s1_2,nfb_score_s1_3,nfb_score_s1_4,nfb_score_s1_5,nfb_score_s1_6,nfb_score_s1_7,nfb_score_s1_8,nfb_score_s1_9,nfb_score_s1_10,nfb_score_s1_11,nfb_score_s1_12,nfb_score_s1_13,nfb_score_s1_14,nfb_score_s2_1,nfb_score_s2_2,nfb_score_s2_3,nfb_score_s2_4,nfb_score_s2_5,nfb_score_s2_6,nfb_score_s2_7,nfb_score_s2_8,nfb_score_s2_9,nfb_score_s2_10,nfb_score_s2_11,nfb_score_s2_12,nfb_score_s2_13,nfb_score_s2_14
134.254998162013,163.881762630222,89.0825374040365,111.44292965934,136.016336538288,145.156546103245,198.134870617477,165.027742982119,164.25332503107,NaN,NaN,NaN,NaN,NaN,50.8340335178563,70.8678410756968,75.2179009458516,123.631118928773,115.305605934692,56.1255885735791,95.196726190134,47.8453622366939,NaN,NaN,NaN,NaN,NaN,NaN
60.2675964357991,271.237956197787,243.504929735068,123.372639368192,214.187234443819,111.740044794158,111.125101052751,194.090837184422,NaN,NaN,NaN,NaN,NaN,NaN,214.343748526579,94.1143539571901,157.510271089479,187.521794986004,280.404797373699,120.551548479523,129.669397303478,187.994045204974,92.3418020806002,131.254383780952,NaN,NaN,NaN,NaN
197.738762123285,185.659966837896,272.451228194065,228.100782624749,188.661179149246,152.796076541652,189.950342950676,148.740066701042,NaN,NaN,NaN,NaN,NaN,NaN,228.507456567567,205.837005193734,209.882370854984,171.661218825263,211.316105926426,158.647461169392,203.732908316905,202.825293853724,243.079286080094,207.966717699727,NaN,NaN,NaN,NaN
111.593367173747,224.562786113533,263.154210682906,216.227661565306,227.173070770264,143.104558902136,198.618037091855,240.945916702909,NaN,NaN,NaN,NaN,NaN,NaN,112.413183804381,111.619813236852,169.075206662436,187.161009897811,168.427351624162,84.6792443442254,149.606682223355,115.701900603899,113.629433667037,NaN,NaN,NaN,NaN,NaN
153.029487553756,115.090202809258,168.124643889894,213.935510433814,260.948174316214,242.973356618298,217.427554115545,283.084676599279,244.222383628943,NaN,NaN,NaN,NaN,NaN,258.208657169725,299.919765252231,227.609584630717,244.111779216093,262.499079634008,242.679787606443,252.359886802389,246.491645971133,189.871255827553,NaN,NaN,NaN,NaN,NaN
54.0337175729885,199.836415044166,128.045699596715,152.976805649672,102.01403686443,51.914665311277,107.707734399059,154.93962500546,201.089700639097,NaN,NaN,NaN,NaN,NaN,93.6112732487162,157.922850912287,186.763777867098,150.601008764373,186.464503012235,170.684582151596,133.582165525592,169.539124021926,187.33866413426,211.050183587877,NaN,NaN,NaN,NaN
147.93463671483,137.181518524727,83.8387661386672,122.034048708924,84.1409039707302,131.31157810007,128.389076436648,176.330836384011,130.372919037232,NaN,NaN,NaN,NaN,NaN,92.4485101475616,127.546103622418,112.014367741584,159.715627698158,100.993939624101,160.82891776754,137.828789671212,120.365131266779,129.294541118758,NaN,NaN,NaN,NaN,NaN
245.18502665693,189.447255686547,163.113853966682,129.554272619078,141.558626908817,111.014067221606,93.8731343793916,150.006891599452,116.197993658708,NaN,NaN,NaN,NaN,NaN,111.675100555289,124.032992579042,124.05015913481,191.20476457437,112.480003702091,163.319623987141,112.497423936104,144.029873679966,184.790777151306,NaN,NaN,NaN,NaN,NaN
233.37913535933,132.549138744267,131.232952634393,158.156455409869,169.204303790777,156.198578953385,206.465936309236,140.678984898392,216.029474040801,NaN,NaN,NaN,NaN,NaN,157.896494717368,150.044302342352,153.606048988754,130.077258220755,139.773806023388,167.103514858229,142.137345335436,243.923415551406,NaN,NaN,NaN,NaN,NaN,NaN
106.739141206304,137.693782038437,87.8781512197273,100.880544024827,85.4044927465442,131.876147711064,93.5437805380487,35.7440455043654,83.5079795962117,NaN,NaN,NaN,NaN,NaN,32.9706067191864,132.517793289768,131.126354582401,91.8506557212744,90.5415973787856,168.771018378285,170.705746536235,73.8716270855807,77.1151691854187,NaN,NaN,NaN,NaN,NaN
149.998164031434,99.4433077106977,23.5097998243531,55.4425444780588,87.6001995627362,93.8711214611571,128.500950456262,109.650639104024,142.153384720248,NaN,NaN,NaN,NaN,NaN,147.942341156249,79.9351404562773,108.758686087215,107.501728179818,188.742164247439,154.061396996107,37.3319456930664,141.919333587833,140.581873761841,NaN,NaN,NaN,NaN,NaN
136.746992689831,166.11550408747,149.268736667702,187.320616889381,168.432491626738,131.66434302264,91.793214027865,57.7458067717419,93.7168878659598,117.096604755277,NaN,NaN,NaN,NaN,60.935463568956,67.6450235676507,48.963276870659,92.9191944246157,107.179647460447,113.585017923473,176.01897405808,95.4242413987936,146.347504164868,138.769019245548,NaN,NaN,NaN,NaN
201.958336611129,153.432346100165,149.67231044159,130.637023634428,223.006487054441,128.945696794487,192.741515679507,126.384204827995,171.115356054562,NaN,NaN,NaN,NaN,NaN,84.0261645921396,34.098241206761,54.0018583367822,87.5956672560382,36.8918913436938,77.1324069338417,55.2022195263851,151.716113386939,111.748364151886,NaN,NaN,NaN,NaN,NaN
90.3861970130925,235.762622348592,199.457798951175,90.7412879438633,93.4154420877661,143.905451834826,176.074742890599,188.353693630341,NaN,NaN,NaN,NaN,NaN,NaN,154.8859973898,261.838897043981,182.526652718697,118.127633667245,134.807439595749,169.018782180881,116.657030706743,254.550646059924,NaN,NaN,NaN,NaN,NaN,NaN
242.332344178687,195.968565132731,145.605171752938,184.754750199319,151.684314496061,182.583610239118,148.65050541741,NaN,NaN,NaN,NaN,NaN,NaN,NaN,164.965690342388,151.877815868376,149.596979224793,203.499251817364,131.267934163915,157.583315246088,147.750710904791,145.880644573472,NaN,NaN,NaN,NaN,NaN,NaN
37.4971515798748,40.9834235295488,47.3676832217696,75.1922137999894,82.1099025567736,37.4250481580302,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,36.5270264796448,51.2208427412141,75.2482479946168,11.2557110887113,37.6128136666398,76.5984139424445,73.3338141675744,115.368277600687,103.154676291756,NaN,NaN,NaN,NaN,NaN
166.611791610501,188.088033406562,207.202983361595,278.837296972448,194.531592351721,245.190317567163,242.96882355364,NaN,NaN,NaN,NaN,NaN,NaN,NaN,223.579737326827,244.407761417055,157.418023054322,244.244453298763,201.509945047016,187.561129524501,206.303689398544,241.697438821371,151.511871978071,NaN,NaN,NaN,NaN,NaN
102.969065099602,168.171488616588,106.31121015188,95.1672168320897,127.823764220087,131.24838560507,151.126352601325,127.477512897689,NaN,NaN,NaN,NaN,NaN,NaN,108.407164406699,147.72795832487,157.050861357417,163.4622233956,81.6606130642072,99.0478949169705,143.835488039929,132.61686311619,NaN,NaN,NaN,NaN,NaN,NaN
155.614375257078,173.910368826319,176.669518005999,247.729152556457,185.932104197165,159.761712866344,171.538753860565,192.07453151055,NaN,NaN,NaN,NaN,NaN,NaN,237.708169253945,192.883808532317,221.730032255334,199.511223961692,185.862085193375,195.733732529635,189.425233389585,52.0119008559299,126.132982463739,NaN,NaN,NaN,NaN,NaN
113.586302643449,90.1916389844285,118.507089913713,40.8353271973402,22.594578538412,99.4122909998737,144.915168328011,223.060809788083,NaN,NaN,NaN,NaN,NaN,NaN,100.757899861679,100.431499620143,86.2844162310689,87.2176611955841,136.815457521264,27.8227701786632,75.3425737272304,221.301003907669,114.583932384609,NaN,NaN,NaN,NaN,NaN
133.627806999162,75.058157689748,179.337412113673,92.3452671355673,226.407978788316,137.571710128875,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,171.851509473698,108.145210499572,136.363504687878,190.544357095833,131.086955566781,238.836402061685,219.469363032692,129.867362178443,189.075544627121,NaN,NaN,NaN,NaN,NaN
87.8495871190381,100.679258348664,33.6801226368684,75.8744247550677,61.5373336400819,19.0057276464944,113.308760390223,45.4585111509261,46.4874299181568,NaN,NaN,NaN,NaN,NaN,36.2195757792666,61.3828921507,160.718531793442,169.487078235499,105.899509650195,91.6130132919365,18.2734953214336,94.4913271388251,206.723244497121,NaN,NaN,NaN,NaN,NaN
