color1,size1,ori1,dir_mouth1,RealClass,DisplayClass1,DisplayClass2,correct,value1,value2,conf_report,block_type,assoc_type,block
1,1,0,0,2,1,2,y,0,1,0,CO,0,1
1,1,0,1,2,2,1,b,1,0,0,CO,0,1
0,1,1,1,2,2,1,b,1,0,0,CO,0,1
1,1,1,1,1,2,1,y,0,1,0,CO,0,1
1,1,0,0,2,2,1,b,1,0,0,CO,0,1
1,1,0,1,2,2,1,b,1,0,0,CO,0,1
1,1,1,1,1,1,2,b,1,0,0,CO,0,1
1,1,0,1,2,2,1,b,1,0,0,CO,0,1
0,1,0,0,1,2,1,y,0,1,0,CO,0,1
1,1,1,1,1,2,1,y,0,1,0,CO,0,1
1,1,0,1,2,2,1,b,1,0,0,CO,0,1
0,1,1,1,2,1,2,y,0,1,0,CO,0,1
0,1,1,1,2,1,2,y,0,1,0,CO,0,1
0,1,0,1,1,2,1,y,0,1,0,CO,0,1
0,1,1,0,2,2,1,b,1,0,0,CO,0,1
1,1,1,1,1,2,1,y,0,1,0,CO,0,1
0,1,1,0,2,1,2,y,0,1,0,CO,0,1
1,1,1,1,1,2,1,y,0,1,0,CO,0,1
0,1,1,1,2,1,2,y,0,1,0,CO,0,1
0,1,1,1,2,1,2,y,0,1,0,CO,0,1
0,1,1,0,2,2,1,b,1,0,0,CO,0,1
0,1,0,0,1,2,1,y,0,1,0,CO,0,1
1,1,1,0,1,2,1,y,0,1,0,CO,0,1
0,1,1,1,2,2,1,b,1,0,0,CO,0,1
0,1,0,1,1,2,1,y,0,1,0,CO,0,1
0,1,0,0,1,2,1,y,0,1,0,CO,0,1
1,1,1,0,1,2,1,y,0,1,0,CO,0,1
1,1,0,1,2,2,1,b,1,0,0,CO,0,1
0,1,1,0,2,2,1,b,1,0,0,CO,0,1
0,1,1,0,2,2,1,b,1,0,0,CO,0,1
1,1,1,1,1,2,1,y,0,1,0,CO,0,1
0,1,1,0,2,1,2,y,0,1,0,CO,0,1
1,1,0,0,2,2,1,b,1,0,0,CO,0,1
0,1,1,1,2,1,2,y,0,1,0,CO,0,1
0,1,0,1,1,2,1,y,0,1,0,CO,0,1
1,1,1,0,1,1,2,b,1,0,0,CO,0,1
0,1,1,0,2,2,1,b,1,0,0,CO,0,1
0,1,0,0,1,1,2,b,1,0,0,CO,0,1
0,1,0,0,1,1,2,b,1,0,0,CO,0,1
1,1,0,1,2,1,2,y,0,1,0,CO,0,1
0,1,0,1,1,2,1,y,0,1,0,CO,0,1
1,1,0,0,2,2,1,b,1,0,0,CO,0,1
0,1,1,0,2,2,1,b,1,0,0,CO,0,1
1,1,1,0,1,2,1,y,0,1,0,CO,0,1
0,1,1,1,2,1,2,y,0,1,0,CO,0,1
1,1,0,1,2,2,1,b,1,0,0,CO,0,1
0,1,0,0,1,2,1,y,0,1,0,CO,0,1
1,1,0,1,2,1,2,y,0,1,0,CO,0,1
1,1,1,0,1,2,1,y,0,1,0,CO,0,1
1,1,1,0,1,2,1,y,0,1,0,CO,0,1
0,1,1,0,2,2,1,b,1,0,0,CO,0,1
1,1,1,1,1,1,2,b,1,0,0,CO,0,1
1,1,1,0,1,2,1,y,0,1,0,CO,0,1
0,1,1,1,2,1,2,y,0,1,0,CO,0,1
1,1,0,1,2,2,1,b,1,0,0,CO,0,1
0,1,1,0,2,2,1,b,1,0,0,CO,0,1
0,1,0,0,1,2,1,y,0,1,0,CO,0,1
1,1,0,0,2,2,1,b,1,0,0,CO,0,1
0,1,0,1,1,1,2,b,1,0,0,CO,0,1
1,1,1,0,1,2,1,y,0,1,0,CO,0,1
0,1,0,1,1,2,1,y,0,1,0,CO,0,1
1,1,0,0,2,2,1,b,1,0,0,CO,0,1
1,1,0,0,2,1,2,y,0,1,0,CO,0,1
1,1,1,1,1,1,2,b,1,0,0,CO,0,1
0,1,0,1,1,1,2,b,1,0,0,CO,0,1
0,1,0,0,1,2,1,y,0,1,0,CO,0,1
0,1,0,1,1,2,1,y,0,1,0,CO,0,1
0,1,1,1,2,1,2,y,0,1,0,CO,0,1
1,1,0,0,2,1,2,y,0,1,0,CO,0,1
1,1,1,1,1,1,2,b,1,0,0,CO,0,1
1,1,0,0,2,1,2,y,0,1,0,CO,0,1
1,1,1,1,1,2,1,y,0,1,0,CO,0,1
1,1,1,0,1,1,2,b,1,0,0,CO,0,1
1,1,0,0,2,2,1,b,1,0,0,CO,0,1
0,1,0,0,1,2,1,y,0,1,0,CO,0,1
0,1,0,0,1,2,1,y,0,1,0,CO,0,1
1,1,0,1,2,2,1,b,1,0,0,CO,0,1
0,1,0,1,1,2,1,y,0,1,0,CO,0,1
0,1,0,1,1,2,1,y,0,1,0,CO,0,1
1,1,1,0,1,1,2,b,1,0,0,CO,0,1
1,1,0,0,3,3,4,b,1,0,0,CO,2,2
1,1,0,0,3,3,4,b,1,0,0,CO,2,2
0,1,1,0,3,3,4,b,1,0,0,CO,2,2
1,1,1,0,3,4,3,y,0,1,0,CO,2,2
0,1,1,0,3,3,4,b,1,0,0,CO,2,2
0,1,1,1,3,3,4,b,1,0,0,CO,2,2
0,1,0,1,3,3,4,b,1,0,0,CO,2,2
1,1,0,1,3,4,3,y,0,1,0,CO,2,2
0,1,1,1,3,4,3,y,0,1,0,CO,2,2
1,1,1,1,3,3,4,b,1,0,0,CO,2,2
0,1,0,0,3,3,4,b,1,0,0,CO,2,2
0,1,0,0,3,4,3,y,0,1,0,CO,2,2
1,1,0,0,3,4,3,y,0,1,0,CO,2,2
0,1,0,1,3,4,3,y,0,1,0,CO,2,2
0,1,0,1,3,4,3,y,0,1,0,CO,2,2
0,1,1,1,3,3,4,b,1,0,0,CO,2,2
0,1,0,0,3,4,3,y,0,1,0,CO,2,2
1,1,1,1,3,4,3,y,0,1,0,CO,2,2
0,1,1,0,3,3,4,b,1,0,0,CO,2,2
1,1,1,0,3,4,3,y,0,1,0,CO,2,2
0,1,0,1,3,4,3,y,0,1,0,CO,2,2
1,1,1,0,3,3,4,b,1,0,0,CO,2,2
1,1,0,1,3,3,4,b,1,0,0,CO,2,2
1,1,0,1,3,4,3,y,0,1,0,CO,2,2
0,1,0,1,3,3,4,b,1,0,0,CO,2,2
0,1,1,0,3,4,3,y,0,1,0,CO,2,2
1,1,1,0,3,4,3,y,0,1,0,CO,2,2
1,1,1,0,3,3,4,b,1,0,0,CO,2,2
1,1,0,1,3,3,4,b,1,0,0,CO,2,2
1,1,0,0,3,4,3,y,0,1,0,CO,2,2
0,1,1,0,3,4,3,y,0,1,0,CO,2,2
1,1,0,1,3,3,4,b,1,0,0,CO,2,2
0,1,0,0,3,3,4,b,1,0,0,CO,2,2
1,1,1,0,3,4,3,y,0,1,0,CO,2,2
1,1,1,0,3,4,3,y,0,1,0,CO,2,2
1,1,1,0,3,4,3,y,0,1,0,CO,2,2
1,1,1,1,3,4,3,y,0,1,0,CO,2,2
0,1,0,0,3,3,4,b,1,0,0,CO,2,2
0,1,1,0,3,3,4,b,1,0,0,CO,2,2
0,1,1,0,3,4,3,y,0,1,0,CO,2,2
1,1,1,1,3,3,4,b,1,0,0,CO,2,2
1,1,1,1,3,4,3,y,0,1,0,CO,2,2
1,1,0,1,3,3,4,b,1,0,0,CO,2,2
1,1,0,0,3,4,3,y,0,1,0,CO,2,2
0,1,0,0,3,4,3,y,0,1,0,CO,2,2
0,1,0,0,3,4,3,y,0,1,0,CO,2,2
1,1,1,0,3,4,3,y,0,1,0,CO,2,2
1,1,0,0,3,3,4,b,1,0,0,CO,2,2
0,1,0,1,3,3,4,b,1,0,0,CO,2,2
0,1,1,0,3,4,3,y,0,1,0,CO,2,2
1,1,1,1,3,4,3,y,0,1,0,CO,2,2
0,1,0,1,3,4,3,y,0,1,0,CO,2,2
0,1,1,1,3,4,3,y,0,1,0,CO,2,2
1,1,1,1,3,4,3,y,0,1,0,CO,2,2
0,1,0,1,3,4,3,y,0,1,0,CO,2,2
0,1,1,1,3,3,4,b,1,0,0,CO,2,2
0,1,0,0,3,4,3,y,0,1,0,CO,2,2
0,1,1,0,3,3,4,b,1,0,0,CO,2,2
0,1,1,1,3,3,4,b,1,0,0,CO,2,2
0,1,0,0,3,4,3,y,0,1,0,CO,2,2
0,1,0,0,3,3,4,b,1,0,0,CO,2,2
0,1,1,1,3,3,4,b,1,0,0,CO,2,2
1,1,0,1,3,4,3,y,0,1,0,CO,2,2
1,1,0,0,3,4,3,y,0,1,0,CO,2,2
1,1,0,0,3,3,4,b,1,0,0,CO,2,2
0,1,1,1,3,3,4,b,1,0,0,CO,2,2
0,1,0,1,3,4,3,y,0,1,0,CO,2,2
1,1,0,1,3,3,4,b,1,0,0,CO,2,2
0,1,1,1,3,3,4,b,1,0,0,CO,2,2
1,1,1,1,3,3,4,b,1,0,0,CO,2,2
1,1,1,0,3,4,3,y,0,1,0,CO,2,2
0,1,1,0,3,3,4,b,1,0,0,CO,2,2
1,1,0,1,3,4,3,y,0,1,0,CO,2,2
1,1,0,0,3,4,3,y,0,1,0,CO,2,2
0,1,0,1,3,4,3,y,0,1,0,CO,2,2
1,1,1,1,3,3,4,b,1,0,0,CO,2,2
1,1,1,1,3,4,3,y,0,1,0,CO,2,2
1,1,0,1,3,4,3,y,0,1,0,CO,2,2
1,1,0,0,3,4,3,y,0,1,0,CO,2,2
0,1,1,1,3,4,3,y,0,1,0,CO,2,2
1,1,1,0,5,5,6,b,1,0,0,OD,2,3
1,1,1,0,5,5,6,b,1,0,0,OD,2,3
0,1,0,0,5,6,5,y,0,1,0,OD,2,3
0,1,0,0,5,5,6,b,1,0,0,OD,2,3
0,1,1,0,5,5,6,b,1,0,0,OD,2,3
1,1,1,0,5,6,5,y,0,1,0,OD,2,3
0,1,0,1,5,5,6,b,1,0,0,OD,2,3
1,1,1,1,5,6,5,y,0,1,0,OD,2,3
1,1,0,1,5,5,6,b,1,0,0,OD,2,3
1,1,1,0,5,5,6,b,1,0,0,OD,2,3
0,1,0,1,5,5,6,b,1,0,0,OD,2,3
1,1,1,1,5,6,5,y,0,1,0,OD,2,3
0,1,1,0,5,6,5,y,0,1,0,OD,2,3
0,1,0,1,5,6,5,y,0,1,0,OD,2,3
1,1,0,0,5,5,6,b,1,0,0,OD,2,3
0,1,1,1,5,6,5,y,0,1,0,OD,2,3
1,1,1,1,5,6,5,y,0,1,0,OD,2,3
1,1,0,0,5,6,5,y,0,1,0,OD,2,3
1,1,0,1,5,6,5,y,0,1,0,OD,2,3
0,1,1,0,5,5,6,b,1,0,0,OD,2,3
0,1,0,0,5,6,5,y,0,1,0,OD,2,3
1,1,0,0,5,6,5,y,0,1,0,OD,2,3
1,1,0,0,5,5,6,b,1,0,0,OD,2,3
1,1,1,0,5,6,5,y,0,1,0,OD,2,3
1,1,0,0,5,5,6,b,1,0,0,OD,2,3
1,1,0,0,5,5,6,b,1,0,0,OD,2,3
1,1,1,0,5,6,5,y,0,1,0,OD,2,3
0,1,0,1,5,5,6,b,1,0,0,OD,2,3
0,1,0,1,5,6,5,y,0,1,0,OD,2,3
0,1,0,0,5,6,5,y,0,1,0,OD,2,3
1,1,0,0,5,5,6,b,1,0,0,OD,2,3
1,1,0,0,5,5,6,b,1,0,0,OD,2,3
0,1,0,0,5,6,5,y,0,1,0,OD,2,3
1,1,1,1,5,5,6,b,1,0,0,OD,2,3
0,1,1,1,5,6,5,y,0,1,0,OD,2,3
1,1,0,1,5,6,5,y,0,1,0,OD,2,3
0,1,0,0,5,5,6,b,1,0,0,OD,2,3
0,1,1,1,5,6,5,y,0,1,0,OD,2,3
1,1,0,0,5,5,6,b,1,0,0,OD,2,3
1,1,0,1,5,6,5,y,0,1,0,OD,2,3
1,1,1,1,5,5,6,b,1,0,0,OD,2,3
1,1,0,1,5,5,6,b,1,0,0,OD,2,3
1,1,1,1,5,5,6,b,1,0,0,OD,2,3
1,1,1,1,5,5,6,b,1,0,0,OD,2,3
0,1,1,1,5,6,5,y,0,1,0,OD,2,3
1,1,0,1,5,5,6,b,1,0,0,OD,2,3
0,1,1,1,5,6,5,y,0,1,0,OD,2,3
1,1,0,0,5,5,6,b,1,0,0,OD,2,3
0,1,0,1,5,5,6,b,1,0,0,OD,2,3
0,1,1,1,5,5,6,b,1,0,0,OD,2,3
0,1,0,1,5,5,6,b,1,0,0,OD,2,3
0,1,0,1,5,5,6,b,1,0,0,OD,2,3
1,1,1,0,5,5,6,b,1,0,0,OD,2,3
0,1,0,0,5,6,5,y,0,1,0,OD,2,3
0,1,1,0,5,6,5,y,0,1,0,OD,2,3
0,1,1,0,5,5,6,b,1,0,0,OD,2,3
0,1,1,1,5,6,5,y,0,1,0,OD,2,3
0,1,1,0,5,5,6,b,1,0,0,OD,2,3
1,1,1,1,5,5,6,b,1,0,0,OD,2,3
1,1,1,1,5,5,6,b,1,0,0,OD,2,3
0,1,1,1,5,6,5,y,0,1,0,OD,2,3
1,1,0,1,5,5,6,b,1,0,0,OD,2,3
0,1,0,0,5,6,5,y,0,1,0,OD,2,3
0,1,0,1,5,6,5,y,0,1,0,OD,2,3
0,1,1,0,5,6,5,y,0,1,0,OD,2,3
1,1,0,1,5,5,6,b,1,0,0,OD,2,3
1,1,1,0,5,5,6,b,1,0,0,OD,2,3
1,1,0,1,5,5,6,b,1,0,0,OD,2,3
0,1,0,1,5,5,6,b,1,0,0,OD,2,3
0,1,0,0,5,5,6,b,1,0,0,OD,2,3
0,1,1,0,5,6,5,y,0,1,0,OD,2,3
1,1,1,0,5,6,5,y,0,1,0,OD,2,3
0,1,1,1,5,5,6,b,1,0,0,OD,2,3
1,1,1,0,5,5,6,b,1,0,0,OD,2,3
0,1,1,0,5,6,5,y,0,1,0,OD,2,3
0,1,1,0,5,5,6,b,1,0,0,OD,2,3
0,1,1,1,5,6,5,y,0,1,0,OD,2,3
1,1,1,1,5,5,6,b,1,0,0,OD,2,3
0,1,0,0,5,5,6,b,1,0,0,OD,2,3
1,1,0,1,5,5,6,b,1,0,0,OD,2,3
1,1,1,1,7,8,7,y,0,1,0,CO,0,4
1,1,0,0,8,8,7,b,1,0,0,CO,0,4
0,1,1,1,8,7,8,y,0,1,0,CO,0,4
1,1,1,1,7,8,7,y,0,1,0,CO,0,4
0,1,0,1,7,8,7,y,0,1,0,CO,0,4
0,1,1,0,8,8,7,b,1,0,0,CO,0,4
1,1,0,1,8,7,8,y,0,1,0,CO,0,4
1,1,1,1,7,7,8,b,1,0,0,CO,0,4
0,1,0,1,7,7,8,b,1,0,0,CO,0,4
0,1,0,0,7,8,7,y,0,1,0,CO,0,4
0,1,0,1,7,7,8,b,1,0,0,CO,0,4
0,1,0,1,7,8,7,y,0,1,0,CO,0,4
1,1,0,1,8,7,8,y,0,1,0,CO,0,4
0,1,1,1,8,8,7,b,1,0,0,CO,0,4
1,1,0,1,8,8,7,b,1,0,0,CO,0,4
1,1,0,0,8,7,8,y,0,1,0,CO,0,4
0,1,1,0,8,7,8,y,0,1,0,CO,0,4
1,1,1,0,7,8,7,y,0,1,0,CO,0,4
0,1,0,0,7,8,7,y,0,1,0,CO,0,4
0,1,0,1,7,7,8,b,1,0,0,CO,0,4
0,1,0,1,7,7,8,b,1,0,0,CO,0,4
0,1,1,1,8,7,8,y,0,1,0,CO,0,4
1,1,1,0,7,8,7,y,0,1,0,CO,0,4
0,1,1,1,8,8,7,b,1,0,0,CO,0,4
1,1,0,1,8,8,7,b,1,0,0,CO,0,4
1,1,0,1,8,8,7,b,1,0,0,CO,0,4
1,1,1,0,7,8,7,y,0,1,0,CO,0,4
0,1,1,0,8,7,8,y,0,1,0,CO,0,4
0,1,1,0,8,7,8,y,0,1,0,CO,0,4
1,1,0,0,8,8,7,b,1,0,0,CO,0,4
1,1,0,1,8,8,7,b,1,0,0,CO,0,4
1,1,1,1,7,7,8,b,1,0,0,CO,0,4
0,1,0,0,7,8,7,y,0,1,0,CO,0,4
1,1,0,0,8,7,8,y,0,1,0,CO,0,4
0,1,1,0,8,8,7,b,1,0,0,CO,0,4
0,1,0,0,7,7,8,b,1,0,0,CO,0,4
0,1,0,0,7,8,7,y,0,1,0,CO,0,4
0,1,0,1,7,8,7,y,0,1,0,CO,0,4
0,1,1,0,8,8,7,b,1,0,0,CO,0,4
0,1,0,1,7,8,7,y,0,1,0,CO,0,4
0,1,0,0,7,7,8,b,1,0,0,CO,0,4
1,1,0,0,8,7,8,y,0,1,0,CO,0,4
1,1,0,0,8,7,8,y,0,1,0,CO,0,4
1,1,1,1,7,8,7,y,0,1,0,CO,0,4
0,1,1,1,8,8,7,b,1,0,0,CO,0,4
1,1,1,0,7,8,7,y,0,1,0,CO,0,4
0,1,1,1,8,7,8,y,0,1,0,CO,0,4
0,1,1,0,8,8,7,b,1,0,0,CO,0,4
0,1,1,0,8,8,7,b,1,0,0,CO,0,4
0,1,1,1,8,8,7,b,1,0,0,CO,0,4
1,1,1,0,7,8,7,y,0,1,0,CO,0,4
1,1,0,0,8,7,8,y,0,1,0,CO,0,4
0,1,1,0,8,8,7,b,1,0,0,CO,0,4
1,1,1,0,7,7,8,b,1,0,0,CO,0,4
1,1,1,0,7,7,8,b,1,0,0,CO,0,4
0,1,1,0,8,7,8,y,0,1,0,CO,0,4
1,1,1,1,7,7,8,b,1,0,0,CO,0,4
0,1,0,0,7,7,8,b,1,0,0,CO,0,4
1,1,0,0,8,7,8,y,0,1,0,CO,0,4
0,1,0,0,7,8,7,y,0,1,0,CO,0,4
0,1,0,1,7,8,7,y,0,1,0,CO,0,4
1,1,0,1,8,8,7,b,1,0,0,CO,0,4
1,1,0,1,8,8,7,b,1,0,0,CO,0,4
0,1,0,1,7,7,8,b,1,0,0,CO,0,4
1,1,1,0,7,7,8,b,1,0,0,CO,0,4
1,1,1,1,7,7,8,b,1,0,0,CO,0,4
1,1,1,0,7,8,7,y,0,1,0,CO,0,4
1,1,1,0,7,8,7,y,0,1,0,CO,0,4
1,1,0,0,8,8,7,b,1,0,0,CO,0,4
0,1,1,1,8,8,7,b,1,0,0,CO,0,4
1,1,0,1,8,8,7,b,1,0,0,CO,0,4
0,1,1,1,8,7,8,y,0,1,0,CO,0,4
0,1,0,0,7,8,7,y,0,1,0,CO,0,4
1,1,1,1,7,8,7,y,0,1,0,CO,0,4
1,1,1,1,7,8,7,y,0,1,0,CO,0,4
1,1,0,0,8,8,7,b,1,0,0,CO,0,4
0,1,0,0,7,8,7,y,0,1,0,CO,0,4
0,1,1,1,8,8,7,b,1,0,0,CO,0,4
1,1,1,1,7,7,8,b,1,0,0,CO,0,4
1,1,0,1,8,8,7,b,1,0,0,CO,0,4
1,1,0,1,9,9,10,b,1,0,0,CO,2,5
1,1,1,1,9,10,9,y,0,1,0,CO,2,5
1,1,0,1,9,9,10,b,1,0,0,CO,2,5
1,1,0,1,9,10,9,y,0,1,0,CO,2,5
1,1,1,1,9,9,10,b,1,0,0,CO,2,5
0,1,1,0,9,9,10,b,1,0,0,CO,2,5
0,1,1,1,9,9,10,b,1,0,0,CO,2,5
1,1,1,1,9,10,9,y,0,1,0,CO,2,5
0,1,1,1,9,10,9,y,0,1,0,CO,2,5
1,1,1,0,9,9,10,b,1,0,0,CO,2,5
1,1,1,1,9,10,9,y,0,1,0,CO,2,5
0,1,1,1,9,9,10,b,1,0,0,CO,2,5
0,1,1,1,9,10,9,y,0,1,0,CO,2,5
1,1,1,1,9,10,9,y,0,1,0,CO,2,5
0,1,0,1,9,10,9,y,0,1,0,CO,2,5
1,1,0,0,9,10,9,y,0,1,0,CO,2,5
0,1,1,0,9,9,10,b,1,0,0,CO,2,5
0,1,0,0,9,9,10,b,1,0,0,CO,2,5
0,1,0,1,9,9,10,b,1,0,0,CO,2,5
0,1,0,0,9,10,9,y,0,1,0,CO,2,5
0,1,0,1,9,10,9,y,0,1,0,CO,2,5
1,1,0,1,9,10,9,y,0,1,0,CO,2,5
0,1,1,0,9,9,10,b,1,0,0,CO,2,5
1,1,0,1,9,10,9,y,0,1,0,CO,2,5
0,1,0,0,9,9,10,b,1,0,0,CO,2,5
1,1,0,0,9,10,9,y,0,1,0,CO,2,5
0,1,0,1,9,9,10,b,1,0,0,CO,2,5
1,1,1,0,9,10,9,y,0,1,0,CO,2,5
0,1,1,1,9,10,9,y,0,1,0,CO,2,5
0,1,0,0,9,9,10,b,1,0,0,CO,2,5
1,1,1,1,9,9,10,b,1,0,0,CO,2,5
0,1,1,1,9,10,9,y,0,1,0,CO,2,5
0,1,1,0,9,10,9,y,0,1,0,CO,2,5
0,1,0,1,9,10,9,y,0,1,0,CO,2,5
0,1,0,0,9,10,9,y,0,1,0,CO,2,5
0,1,1,1,9,10,9,y,0,1,0,CO,2,5
0,1,0,1,9,9,10,b,1,0,0,CO,2,5
1,1,1,0,9,10,9,y,0,1,0,CO,2,5
0,1,1,0,9,10,9,y,0,1,0,CO,2,5
1,1,1,0,9,10,9,y,0,1,0,CO,2,5
0,1,1,0,9,9,10,b,1,0,0,CO,2,5
0,1,1,1,9,9,10,b,1,0,0,CO,2,5
1,1,1,1,9,9,10,b,1,0,0,CO,2,5
0,1,0,1,9,9,10,b,1,0,0,CO,2,5
0,1,1,0,9,9,10,b,1,0,0,CO,2,5
1,1,0,0,9,9,10,b,1,0,0,CO,2,5
1,1,1,0,9,10,9,y,0,1,0,CO,2,5
0,1,0,0,9,10,9,y,0,1,0,CO,2,5
1,1,0,0,9,9,10,b,1,0,0,CO,2,5
1,1,1,0,9,10,9,y,0,1,0,CO,2,5
1,1,0,1,9,9,10,b,1,0,0,CO,2,5
1,1,0,1,9,10,9,y,0,1,0,CO,2,5
1,1,0,0,9,10,9,y,0,1,0,CO,2,5
1,1,0,1,9,10,9,y,0,1,0,CO,2,5
0,1,0,0,9,10,9,y,0,1,0,CO,2,5
0,1,1,0,9,10,9,y,0,1,0,CO,2,5
1,1,1,0,9,10,9,y,0,1,0,CO,2,5
1,1,1,1,9,10,9,y,0,1,0,CO,2,5
0,1,1,0,9,9,10,b,1,0,0,CO,2,5
0,1,0,1,9,9,10,b,1,0,0,CO,2,5
1,1,1,0,9,9,10,b,1,0,0,CO,2,5
0,1,1,1,9,9,10,b,1,0,0,CO,2,5
1,1,0,0,9,9,10,b,1,0,0,CO,2,5
0,1,0,1,9,9,10,b,1,0,0,CO,2,5
0,1,0,0,9,10,9,y,0,1,0,CO,2,5
1,1,0,1,9,9,10,b,1,0,0,CO,2,5
0,1,1,0,9,9,10,b,1,0,0,CO,2,5
0,1,0,0,9,9,10,b,1,0,0,CO,2,5
1,1,0,0,9,9,10,b,1,0,0,CO,2,5
0,1,0,1,9,9,10,b,1,0,0,CO,2,5
1,1,0,1,9,9,10,b,1,0,0,CO,2,5
0,1,0,0,9,9,10,b,1,0,0,CO,2,5
1,1,0,0,9,10,9,y,0,1,0,CO,2,5
1,1,0,0,9,9,10,b,1,0,0,CO,2,5
1,1,0,0,9,10,9,y,0,1,0,CO,2,5
1,1,1,1,9,9,10,b,1,0,0,CO,2,5
1,1,1,0,9,10,9,y,0,1,0,CO,2,5
1,1,1,0,9,9,10,b,1,0,0,CO,2,5
0,1,1,1,9,10,9,y,0,1,0,CO,2,5
1,1,1,1,9,10,9,y,0,1,0,CO,2,5
0,1,1,0,11,12,11,y,0,1,0,OD,1,6
0,1,1,0,11,11,12,b,1,0,0,OD,1,6
1,1,0,0,11,11,12,b,1,0,0,OD,1,6
0,1,1,1,12,12,11,b,1,0,0,OD,1,6
0,1,1,1,12,11,12,y,0,1,0,OD,1,6
0,1,0,0,11,11,12,b,1,0,0,OD,1,6
0,1,1,0,11,12,11,y,0,1,0,OD,1,6
0,1,0,0,11,12,11,y,0,1,0,OD,1,6
0,1,1,0,11,12,11,y,0,1,0,OD,1,6
0,1,0,0,11,12,11,y,0,1,0,OD,1,6
1,1,1,0,11,12,11,y,0,1,0,OD,1,6
0,1,1,0,11,11,12,b,1,0,0,OD,1,6
1,1,1,1,12,11,12,y,0,1,0,OD,1,6
0,1,1,0,11,12,11,y,0,1,0,OD,1,6
1,1,0,1,11,11,12,b,1,0,0,OD,1,6
1,1,0,0,11,11,12,b,1,0,0,OD,1,6
0,1,0,0,11,11,12,b,1,0,0,OD,1,6
0,1,1,1,12,11,12,y,0,1,0,OD,1,6
0,1,0,0,11,11,12,b,1,0,0,OD,1,6
0,1,0,0,11,11,12,b,1,0,0,OD,1,6
1,1,1,1,12,11,12,y,0,1,0,OD,1,6
0,1,0,1,11,12,11,y,0,1,0,OD,1,6
1,1,1,0,11,11,12,b,1,0,0,OD,1,6
0,1,1,0,11,11,12,b,1,0,0,OD,1,6
0,1,0,0,11,12,11,y,0,1,0,OD,1,6
0,1,0,1,11,11,12,b,1,0,0,OD,1,6
1,1,0,1,11,11,12,b,1,0,0,OD,1,6
0,1,0,0,11,11,12,b,1,0,0,OD,1,6
0,1,1,1,12,11,12,y,0,1,0,OD,1,6
1,1,0,1,11,11,12,b,1,0,0,OD,1,6
