color1,size1,ori1,dir_mouth1,RealClass,DisplayClass1,DisplayClass2,correct,value1,value2,conf_report,block_type,assoc_type,block
1,1,0,0,21,21,22,b,1,0,0,CO,1,11
1,1,0,1,21,21,22,b,1,0,0,CO,1,11
0,1,1,1,21,21,22,b,1,0,0,CO,1,11
1,1,0,0,21,22,21,y,0,1,0,CO,1,11
0,1,0,1,21,21,22,b,1,0,0,CO,1,11
1,1,1,1,22,21,22,y,0,1,0,CO,1,11
0,1,1,1,21,21,22,b,1,0,0,CO,1,11
0,1,0,0,21,22,21,y,0,1,0,CO,1,11
1,1,0,0,21,22,21,y,0,1,0,CO,1,11
1,1,1,0,22,21,22,y,0,1,0,CO,1,11
1,1,0,0,21,21,22,b,1,0,0,CO,1,11
1,1,0,0,21,22,21,y,0,1,0,CO,1,11
1,1,1,0,22,21,22,y,0,1,0,CO,1,11
1,1,1,0,22,22,21,b,1,0,0,CO,1,11
0,1,0,1,21,21,22,b,1,0,0,CO,1,11
0,1,1,0,21,21,22,b,1,0,0,CO,1,11
0,1,0,0,21,22,21,y,0,1,0,CO,1,11
0,1,0,0,21,21,22,b,1,0,0,CO,1,11
1,1,0,0,21,22,21,y,0,1,0,CO,1,11
1,1,1,1,22,21,22,y,0,1,0,CO,1,11
1,1,0,0,21,21,22,b,1,0,0,CO,1,11
0,1,0,1,21,21,22,b,1,0,0,CO,1,11
1,1,1,0,22,22,21,b,1,0,0,CO,1,11
1,1,1,0,22,21,22,y,0,1,0,CO,1,11
0,1,1,1,21,21,22,b,1,0,0,CO,1,11
0,1,0,1,21,21,22,b,1,0,0,CO,1,11
0,1,1,1,21,21,22,b,1,0,0,CO,1,11
1,1,1,1,22,22,21,b,1,0,0,CO,1,11
0,1,1,1,21,22,21,y,0,1,0,CO,1,11
0,1,0,1,21,21,22,b,1,0,0,CO,1,11
1,1,1,0,22,21,22,y,0,1,0,CO,1,11
1,1,1,1,22,21,22,y,0,1,0,CO,1,11
0,1,1,0,21,22,21,y,0,1,0,CO,1,11
0,1,0,1,21,22,21,y,0,1,0,CO,1,11
1,1,0,1,21,21,22,b,1,0,0,CO,1,11
0,1,0,1,21,22,21,y,0,1,0,CO,1,11
1,1,1,0,22,21,22,y,0,1,0,CO,1,11
0,1,1,1,21,22,21,y,0,1,0,CO,1,11
1,1,0,1,21,21,22,b,1,0,0,CO,1,11
0,1,1,1,21,22,21,y,0,1,0,CO,1,11
1,1,1,1,22,21,22,y,0,1,0,CO,1,11
0,1,1,0,21,21,22,b,1,0,0,CO,1,11
0,1,0,1,21,22,21,y,0,1,0,CO,1,11
0,1,0,0,21,21,22,b,1,0,0,CO,1,11
0,1,1,0,21,22,21,y,0,1,0,CO,1,11
0,1,0,0,21,21,22,b,1,0,0,CO,1,11
1,1,0,1,21,21,22,b,1,0,0,CO,1,11
1,1,1,0,22,21,22,y,0,1,0,CO,1,11
0,1,1,0,21,21,22,b,1,0,0,CO,1,11
1,1,1,1,22,22,21,b,1,0,0,CO,1,11
1,1,1,1,22,22,21,b,1,0,0,CO,1,11
0,1,0,0,21,21,22,b,1,0,0,CO,1,11
1,1,0,1,21,21,22,b,1,0,0,CO,1,11
0,1,1,1,21,22,21,y,0,1,0,CO,1,11
0,1,1,0,21,21,22,b,1,0,0,CO,1,11
0,1,1,1,24,23,24,y,0,1,0,OD,1,12
0,1,0,0,23,23,24,b,1,0,0,OD,1,12
1,1,0,1,23,24,23,y,0,1,0,OD,1,12
0,1,1,1,24,23,24,y,0,1,0,OD,1,12
0,1,0,1,23,24,23,y,0,1,0,OD,1,12
0,1,1,1,24,23,24,y,0,1,0,OD,1,12
1,1,0,1,23,23,24,b,1,0,0,OD,1,12
1,1,0,0,23,24,23,y,0,1,0,OD,1,12
1,1,0,0,23,23,24,b,1,0,0,OD,1,12
0,1,1,1,24,23,24,y,0,1,0,OD,1,12
0,1,0,0,23,23,24,b,1,0,0,OD,1,12
0,1,1,1,24,24,23,b,1,0,0,OD,1,12
0,1,1,0,23,24,23,y,0,1,0,OD,1,12
1,1,0,0,23,23,24,b,1,0,0,OD,1,12
1,1,1,1,24,24,23,b,1,0,0,OD,1,12
1,1,1,1,24,23,24,y,0,1,0,OD,1,12
0,1,1,0,23,23,24,b,1,0,0,OD,1,12
0,1,0,0,23,23,24,b,1,0,0,OD,1,12
1,1,1,1,24,23,24,y,0,1,0,OD,1,12
0,1,0,1,23,24,23,y,0,1,0,OD,1,12
1,1,1,1,24,24,23,b,1,0,0,OD,1,12
1,1,0,1,23,23,24,b,1,0,0,OD,1,12
1,1,0,1,23,23,24,b,1,0,0,OD,1,12
0,1,0,1,23,23,24,b,1,0,0,OD,1,12
0,1,1,0,23,23,24,b,1,0,0,OD,1,12
1,1,1,0,23,23,24,b,1,0,0,OD,1,12
0,1,0,1,23,24,23,y,0,1,0,OD,1,12
1,1,1,1,24,24,23,b,1,0,0,OD,1,12
1,1,0,0,23,24,23,y,0,1,0,OD,1,12
1,1,1,0,23,23,24,b,1,0,0,OD,1,12
1,1,1,0,23,23,24,b,1,0,0,OD,1,12
0,1,0,1,23,24,23,y,0,1,0,OD,1,12
1,1,0,0,23,23,24,b,1,0,0,OD,1,12
1,1,1,1,24,23,24,y,0,1,0,OD,1,12
0,1,1,0,23,23,24,b,1,0,0,OD,1,12
0,1,0,1,23,24,23,y,0,1,0,OD,1,12
1,1,0,1,23,24,23,y,0,1,0,OD,1,12
0,1,0,1,23,23,24,b,1,0,0,OD,1,12
0,1,1,1,24,24,23,b,1,0,0,OD,1,12
1,1,0,1,23,23,24,b,1,0,0,OD,1,12
0,1,0,0,23,24,23,y,0,1,0,OD,1,12
1,1,1,0,23,24,23,y,0,1,0,OD,1,12
1,1,1,1,24,23,24,y,0,1,0,OD,1,12
0,1,0,0,23,23,24,b,1,0,0,OD,1,12
1,1,1,0,23,23,24,b,1,0,0,OD,1,12
1,1,0,0,23,24,23,y,0,1,0,OD,1,12
1,1,0,0,23,24,23,y,0,1,0,OD,1,12
1,1,0,0,23,24,23,y,0,1,0,OD,1,12
0,1,1,0,23,24,23,y,0,1,0,OD,1,12
0,1,1,1,24,23,24,y,0,1,0,OD,1,12
0,1,1,0,23,24,23,y,0,1,0,OD,1,12
1,1,0,1,23,23,24,b,1,0,0,OD,1,12
0,1,0,1,23,23,24,b,1,0,0,OD,1,12
1,1,0,0,23,24,23,y,0,1,0,OD,1,12
0,1,0,0,23,24,23,y,0,1,0,OD,1,12
0,1,1,1,24,23,24,y,0,1,0,OD,1,12
0,1,1,0,23,23,24,b,1,0,0,OD,1,12
0,1,0,0,23,24,23,y,0,1,0,OD,1,12
1,1,0,0,23,24,23,y,0,1,0,OD,1,12
0,1,1,0,23,24,23,y,0,1,0,OD,1,12
0,1,0,0,23,24,23,y,0,1,0,OD,1,12
1,1,1,0,23,24,23,y,0,1,0,OD,1,12
1,1,1,0,23,24,23,y,0,1,0,OD,1,12
0,1,1,0,23,23,24,b,1,0,0,OD,1,12
1,1,0,1,23,24,23,y,0,1,0,OD,1,12
0,1,0,0,23,24,23,y,0,1,0,OD,1,12
0,1,1,1,24,24,23,b,1,0,0,OD,1,12
1,1,1,1,24,24,23,b,1,0,0,OD,1,12
1,1,1,1,24,23,24,y,0,1,0,OD,1,12
0,1,0,1,23,23,24,b,1,0,0,OD,1,12
0,1,0,0,23,23,24,b,1,0,0,OD,1,12
1,1,1,0,23,24,23,y,0,1,0,OD,1,12
1,1,1,1,24,24,23,b,1,0,0,OD,1,12
1,1,0,1,23,23,24,b,1,0,0,OD,1,12
1,1,0,1,23,23,24,b,1,0,0,OD,1,12
1,1,1,0,23,24,23,y,0,1,0,OD,1,12
0,1,1,1,24,23,24,y,0,1,0,OD,1,12
1,1,1,0,23,24,23,y,0,1,0,OD,1,12
0,1,0,1,23,23,24,b,1,0,0,OD,1,12
0,1,1,0,23,23,24,b,1,0,0,OD,1,12
1,1,0,0,25,26,25,y,0,1,0,CO,2,13
1,1,0,1,25,26,25,y,0,1,0,CO,2,13
1,1,1,1,25,26,25,y,0,1,0,CO,2,13
0,1,0,0,25,25,26,b,1,0,0,CO,2,13
0,1,0,1,25,26,25,y,0,1,0,CO,2,13
0,1,1,0,25,25,26,b,1,0,0,CO,2,13
0,1,1,0,25,25,26,b,1,0,0,CO,2,13
1,1,1,1,25,26,25,y,0,1,0,CO,2,13
1,1,0,1,25,25,26,b,1,0,0,CO,2,13
1,1,0,0,25,25,26,b,1,0,0,CO,2,13
0,1,0,0,25,25,26,b,1,0,0,CO,2,13
1,1,0,1,25,25,26,b,1,0,0,CO,2,13
0,1,0,1,25,25,26,b,1,0,0,CO,2,13
0,1,0,0,25,25,26,b,1,0,0,CO,2,13
1,1,1,0,25,26,25,y,0,1,0,CO,2,13
0,1,1,0,25,26,25,y,0,1,0,CO,2,13
0,1,0,1,25,25,26,b,1,0,0,CO,2,13
1,1,0,0,25,26,25,y,0,1,0,CO,2,13
0,1,1,1,25,26,25,y,0,1,0,CO,2,13
1,1,0,0,25,26,25,y,0,1,0,CO,2,13
0,1,1,0,25,25,26,b,1,0,0,CO,2,13
0,1,0,1,25,26,25,y,0,1,0,CO,2,13
1,1,0,0,25,26,25,y,0,1,0,CO,2,13
0,1,0,1,25,26,25,y,0,1,0,CO,2,13
0,1,0,0,25,25,26,b,1,0,0,CO,2,13
0,1,0,1,25,26,25,y,0,1,0,CO,2,13
0,1,0,0,25,26,25,y,0,1,0,CO,2,13
1,1,0,1,25,25,26,b,1,0,0,CO,2,13
1,1,1,0,25,26,25,y,0,1,0,CO,2,13
0,1,1,1,25,26,25,y,0,1,0,CO,2,13
0,1,1,0,25,26,25,y,0,1,0,CO,2,13
0,1,1,1,25,26,25,y,0,1,0,CO,2,13
0,1,1,1,25,26,25,y,0,1,0,CO,2,13
0,1,1,1,25,26,25,y,0,1,0,CO,2,13
1,1,1,0,25,25,26,b,1,0,0,CO,2,13
0,1,1,1,25,25,26,b,1,0,0,CO,2,13
0,1,0,0,25,26,25,y,0,1,0,CO,2,13
0,1,0,1,25,26,25,y,0,1,0,CO,2,13
0,1,1,1,25,25,26,b,1,0,0,CO,2,13
0,1,0,1,25,26,25,y,0,1,0,CO,2,13
0,1,1,0,25,25,26,b,1,0,0,CO,2,13
1,1,0,1,25,26,25,y,0,1,0,CO,2,13
0,1,1,0,25,26,25,y,0,1,0,CO,2,13
1,1,0,0,25,25,26,b,1,0,0,CO,2,13
1,1,1,1,25,25,26,b,1,0,0,CO,2,13
1,1,1,1,25,25,26,b,1,0,0,CO,2,13
0,1,1,0,25,26,25,y,0,1,0,CO,2,13
0,1,1,0,25,26,25,y,0,1,0,CO,2,13
1,1,0,1,25,26,25,y,0,1,0,CO,2,13
0,1,0,0,25,25,26,b,1,0,0,CO,2,13
0,1,1,1,25,26,25,y,0,1,0,CO,2,13
1,1,0,1,25,25,26,b,1,0,0,CO,2,13
1,1,1,1,25,25,26,b,1,0,0,CO,2,13
1,1,0,0,25,26,25,y,0,1,0,CO,2,13
0,1,1,0,25,26,25,y,0,1,0,CO,2,13
1,1,1,1,25,25,26,b,1,0,0,CO,2,13
0,1,0,0,25,25,26,b,1,0,0,CO,2,13
1,1,0,0,25,25,26,b,1,0,0,CO,2,13
1,1,1,0,25,26,25,y,0,1,0,CO,2,13
1,1,1,0,25,26,25,y,0,1,0,CO,2,13
1,1,1,0,25,25,26,b,1,0,0,CO,2,13
1,1,0,1,25,25,26,b,1,0,0,CO,2,13
0,1,0,1,25,25,26,b,1,0,0,CO,2,13
0,1,1,1,25,26,25,y,0,1,0,CO,2,13
1,1,0,1,25,26,25,y,0,1,0,CO,2,13
0,1,0,0,25,26,25,y,0,1,0,CO,2,13
1,1,1,1,25,25,26,b,1,0,0,CO,2,13
1,1,0,0,25,25,26,b,1,0,0,CO,2,13
1,1,1,1,25,26,25,y,0,1,0,CO,2,13
0,1,0,0,25,25,26,b,1,0,0,CO,2,13
1,1,0,0,25,26,25,y,0,1,0,CO,2,13
0,1,0,1,25,26,25,y,0,1,0,CO,2,13
1,1,0,1,25,26,25,y,0,1,0,CO,2,13
1,1,1,0,25,26,25,y,0,1,0,CO,2,13
1,1,1,1,25,25,26,b,1,0,0,CO,2,13
1,1,1,0,25,25,26,b,1,0,0,CO,2,13
1,1,1,1,25,25,26,b,1,0,0,CO,2,13
1,1,1,0,25,25,26,b,1,0,0,CO,2,13
1,1,1,0,25,26,25,y,0,1,0,CO,2,13
0,1,1,1,25,25,26,b,1,0,0,CO,2,13
0,1,0,0,27,27,28,b,1,0,0,OD,1,14
1,1,0,1,27,28,27,y,0,1,0,OD,1,14
0,1,0,1,27,27,28,b,1,0,0,OD,1,14
0,1,0,1,27,27,28,b,1,0,0,OD,1,14
0,1,0,0,27,27,28,b,1,0,0,OD,1,14
0,1,0,1,27,28,27,y,0,1,0,OD,1,14
1,1,1,0,27,27,28,b,1,0,0,OD,1,14
1,1,1,1,28,28,27,b,1,0,0,OD,1,14
0,1,0,0,27,28,27,y,0,1,0,OD,1,14
1,1,1,0,27,27,28,b,1,0,0,OD,1,14
1,1,0,1,27,27,28,b,1,0,0,OD,1,14
1,1,0,0,27,28,27,y,0,1,0,OD,1,14
0,1,1,0,27,28,27,y,0,1,0,OD,1,14
0,1,0,1,27,28,27,y,0,1,0,OD,1,14
0,1,1,0,27,27,28,b,1,0,0,OD,1,14
0,1,1,0,27,28,27,y,0,1,0,OD,1,14
1,1,0,1,27,27,28,b,1,0,0,OD,1,14
1,1,0,1,27,27,28,b,1,0,0,OD,1,14
1,1,1,0,27,27,28,b,1,0,0,OD,1,14
0,1,0,1,27,28,27,y,0,1,0,OD,1,14
1,1,1,0,27,28,27,y,0,1,0,OD,1,14
1,1,0,1,27,28,27,y,0,1,0,OD,1,14
1,1,1,0,27,27,28,b,1,0,0,OD,1,14
0,1,1,0,27,27,28,b,1,0,0,OD,1,14
0,1,0,0,27,27,28,b,1,0,0,OD,1,14
0,1,0,1,27,28,27,y,0,1,0,OD,1,14
1,1,1,1,28,27,28,y,0,1,0,OD,1,14
1,1,1,1,28,27,28,y,0,1,0,OD,1,14
0,1,1,1,28,28,27,b,1,0,0,OD,1,14
1,1,0,1,27,27,28,b,1,0,0,OD,1,14
1,1,0,0,27,27,28,b,1,0,0,OD,1,14
0,1,0,1,27,27,28,b,1,0,0,OD,1,14
0,1,1,1,28,27,28,y,0,1,0,OD,1,14
1,1,0,0,27,28,27,y,0,1,0,OD,1,14
0,1,0,0,27,27,28,b,1,0,0,OD,1,14
0,1,1,1,28,27,28,y,0,1,0,OD,1,14
1,1,1,1,28,28,27,b,1,0,0,OD,1,14
1,1,1,1,28,27,28,y,0,1,0,OD,1,14
0,1,1,1,28,27,28,y,0,1,0,OD,1,14
0,1,0,0,27,27,28,b,1,0,0,OD,1,14
0,1,0,1,27,27,28,b,1,0,0,OD,1,14
1,1,1,0,27,28,27,y,0,1,0,OD,1,14
1,1,1,0,27,28,27,y,0,1,0,OD,1,14
1,1,0,0,27,28,27,y,0,1,0,OD,1,14
0,1,1,1,28,27,28,y,0,1,0,OD,1,14
0,1,1,1,28,27,28,y,0,1,0,OD,1,14
0,1,0,1,27,28,27,y,0,1,0,OD,1,14
0,1,1,0,27,27,28,b,1,0,0,OD,1,14
1,1,1,1,28,27,28,y,0,1,0,OD,1,14
1,1,0,0,27,27,28,b,1,0,0,OD,1,14
0,1,1,1,28,27,28,y,0,1,0,OD,1,14
0,1,0,0,27,28,27,y,0,1,0,OD,1,14
1,1,1,0,27,28,27,y,0,1,0,OD,1,14
0,1,1,0,27,27,28,b,1,0,0,OD,1,14
0,1,1,0,27,27,28,b,1,0,0,OD,1,14
1,1,1,1,28,28,27,b,1,0,0,OD,1,14
1,1,0,1,27,28,27,y,0,1,0,OD,1,14
1,1,1,0,27,27,28,b,1,0,0,OD,1,14
1,1,1,1,28,27,28,y,0,1,0,OD,1,14
1,1,0,0,27,28,27,y,0,1,0,OD,1,14
1,1,1,1,28,28,27,b,1,0,0,OD,1,14
1,1,0,0,27,27,28,b,1,0,0,OD,1,14
0,1,1,1,28,27,28,y,0,1,0,OD,1,14
0,1,1,0,27,27,28,b,1,0,0,OD,1,14
1,1,0,0,27,27,28,b,1,0,0,OD,1,14
0,1,0,0,27,28,27,y,0,1,0,OD,1,14
1,1,0,0,27,27,28,b,1,0,0,OD,1,14
0,1,1,1,28,28,27,b,1,0,0,OD,1,14
0,1,0,1,27,27,28,b,1,0,0,OD,1,14
1,1,1,1,28,28,27,b,1,0,0,OD,1,14
1,1,0,0,27,27,28,b,1,0,0,OD,1,14
1,1,0,1,27,28,27,y,0,1,0,OD,1,14
1,1,0,1,27,28,27,y,0,1,0,OD,1,14
1,1,0,1,27,27,28,b,1,0,0,OD,1,14
0,1,1,1,28,27,28,y,0,1,0,OD,1,14
1,1,1,0,27,27,28,b,1,0,0,OD,1,14
0,1,0,0,27,27,28,b,1,0,0,OD,1,14
0,1,1,0,27,27,28,b,1,0,0,OD,1,14
0,1,1,0,27,28,27,y,0,1,0,OD,1,14
0,1,0,0,27,28,27,y,0,1,0,OD,1,14
1,1,1,0,29,29,30,b,1,0,0,CO,2,15
1,1,0,0,29,30,29,y,0,1,0,CO,2,15
1,1,1,1,29,30,29,y,0,1,0,CO,2,15
0,1,0,1,29,30,29,y,0,1,0,CO,2,15
0,1,0,1,29,30,29,y,0,1,0,CO,2,15
1,1,0,1,29,29,30,b,1,0,0,CO,2,15
0,1,1,1,29,29,30,b,1,0,0,CO,2,15
1,1,0,1,29,29,30,b,1,0,0,CO,2,15
1,1,1,0,29,29,30,b,1,0,0,CO,2,15
0,1,1,1,29,30,29,y,0,1,0,CO,2,15
1,1,1,1,29,30,29,y,0,1,0,CO,2,15
1,1,0,1,29,29,30,b,1,0,0,CO,2,15
0,1,1,0,29,30,29,y,0,1,0,CO,2,15
0,1,0,0,29,30,29,y,0,1,0,CO,2,15
1,1,1,1,29,30,29,y,0,1,0,CO,2,15
0,1,0,1,29,29,30,b,1,0,0,CO,2,15
0,1,1,1,29,30,29,y,0,1,0,CO,2,15
1,1,0,0,29,30,29,y,0,1,0,CO,2,15
0,1,1,0,29,29,30,b,1,0,0,CO,2,15
0,1,0,1,29,30,29,y,0,1,0,CO,2,15
0,1,0,0,29,29,30,b,1,0,0,CO,2,15
1,1,0,0,29,30,29,y,0,1,0,CO,2,15
1,1,1,0,29,29,30,b,1,0,0,CO,2,15
0,1,1,1,29,29,30,b,1,0,0,CO,2,15
1,1,1,1,29,29,30,b,1,0,0,CO,2,15
1,1,1,0,29,29,30,b,1,0,0,CO,2,15
0,1,0,1,29,30,29,y,0,1,0,CO,2,15
0,1,0,0,29,30,29,y,0,1,0,CO,2,15
0,1,1,1,29,29,30,b,1,0,0,CO,2,15
0,1,0,1,29,29,30,b,1,0,0,CO,2,15
1,1,0,1,29,29,30,b,1,0,0,CO,2,15
0,1,0,0,29,30,29,y,0,1,0,CO,2,15
0,1,0,1,29,29,30,b,1,0,0,CO,2,15
1,1,0,0,29,29,30,b,1,0,0,CO,2,15
0,1,1,0,29,29,30,b,1,0,0,CO,2,15
1,1,1,0,29,30,29,y,0,1,0,CO,2,15
1,1,1,1,29,30,29,y,0,1,0,CO,2,15
1,1,0,0,29,29,30,b,1,0,0,CO,2,15
1,1,1,1,29,29,30,b,1,0,0,CO,2,15
1,1,0,0,29,30,29,y,0,1,0,CO,2,15
0,1,1,1,29,30,29,y,0,1,0,CO,2,15
1,1,1,1,29,29,30,b,1,0,0,CO,2,15
1,1,0,0,29,30,29,y,0,1,0,CO,2,15
0,1,1,0,29,30,29,y,0,1,0,CO,2,15
1,1,0,0,29,30,29,y,0,1,0,CO,2,15
1,1,0,1,29,29,30,b,1,0,0,CO,2,15
0,1,0,1,29,29,30,b,1,0,0,CO,2,15
1,1,0,1,29,30,29,y,0,1,0,CO,2,15
1,1,0,0,29,29,30,b,1,0,0,CO,2,15
0,1,0,0,29,30,29,y,0,1,0,CO,2,15
1,1,1,0,29,29,30,b,1,0,0,CO,2,15
1,1,1,1,29,30,29,y,0,1,0,CO,2,15
0,1,1,1,29,29,30,b,1,0,0,CO,2,15
0,1,0,0,29,29,30,b,1,0,0,CO,2,15
0,1,0,1,29,30,29,y,0,1,0,CO,2,15
1,1,1,0,29,30,29,y,0,1,0,CO,2,15
1,1,0,1,29,29,30,b,1,0,0,CO,2,15
1,1,0,1,29,29,30,b,1,0,0,CO,2,15
0,1,1,0,29,29,30,b,1,0,0,CO,2,15
0,1,1,0,29,30,29,y,0,1,0,CO,2,15
0,1,1,1,29,30,29,y,0,1,0,CO,2,15
0,1,0,0,29,29,30,b,1,0,0,CO,2,15
0,1,1,0,29,29,30,b,1,0,0,CO,2,15
1,1,0,0,29,29,30,b,1,0,0,CO,2,15
1,1,0,1,29,30,29,y,0,1,0,CO,2,15
0,1,1,1,29,30,29,y,0,1,0,CO,2,15
0,1,0,0,29,30,29,y,0,1,0,CO,2,15
0,1,1,1,29,30,29,y,0,1,0,CO,2,15
1,1,1,1,29,29,30,b,1,0,0,CO,2,15
0,1,1,0,29,30,29,y,0,1,0,CO,2,15
1,1,0,1,29,30,29,y,0,1,0,CO,2,15
0,1,0,1,29,29,30,b,1,0,0,CO,2,15
1,1,1,0,29,30,29,y,0,1,0,CO,2,15
0,1,1,0,29,29,30,b,1,0,0,CO,2,15
1,1,1,0,29,30,29,y,0,1,0,CO,2,15
0,1,1,0,29,30,29,y,0,1,0,CO,2,15
1,1,1,0,29,30,29,y,0,1,0,CO,2,15
1,1,1,1,29,30,29,y,0,1,0,CO,2,15
0,1,0,0,29,29,30,b,1,0,0,CO,2,15
0,1,0,0,29,29,30,b,1,0,0,CO,2,15
0,1,1,0,32,32,31,b,1,0,0,CO,0,16
1,1,0,0,32,31,32,y,0,1,0,CO,0,16
0,1,0,1,31,31,32,b,1,0,0,CO,0,16
1,1,1,0,31,31,32,b,1,0,0,CO,0,16
1,1,1,0,31,31,32,b,1,0,0,CO,0,16
1,1,1,1,31,31,32,b,1,0,0,CO,0,16
0,1,0,0,31,32,31,y,0,1,0,CO,0,16
0,1,1,1,32,32,31,b,1,0,0,CO,0,16
0,1,1,0,32,31,32,y,0,1,0,CO,0,16
0,1,1,0,32,32,31,b,1,0,0,CO,0,16
0,1,1,1,32,32,31,b,1,0,0,CO,0,16
0,1,0,1,31,31,32,b,1,0,0,CO,0,16
