color1,size1,ori1,dir_mouth1,RealClass,DisplayClass1,DisplayClass2,correct,value1,value2,conf_report,block_type,assoc_type,block
1,1,1,0,31,31,32,b,1,0,0,CO,0,16
1,1,0,0,32,31,32,y,0,1,0,CO,0,16
0,1,1,1,32,31,32,y,0,1,0,CO,0,16
1,1,1,0,31,32,31,y,0,1,0,CO,0,16
1,1,0,1,32,31,32,y,0,1,0,CO,0,16
0,1,0,1,31,31,32,b,1,0,0,CO,0,16
1,1,0,1,32,32,31,b,1,0,0,CO,0,16
1,1,0,1,32,31,32,y,0,1,0,CO,0,16
0,1,0,0,31,32,31,y,0,1,0,CO,0,16
1,1,0,0,32,31,32,y,0,1,0,CO,0,16
0,1,0,1,31,32,31,y,0,1,0,CO,0,16
0,1,0,0,31,31,32,b,1,0,0,CO,0,16
0,1,0,1,31,31,32,b,1,0,0,CO,0,16
1,1,0,1,32,31,32,y,0,1,0,CO,0,16
1,1,1,0,31,31,32,b,1,0,0,CO,0,16
1,1,0,0,32,31,32,y,0,1,0,CO,0,16
0,1,1,1,32,32,31,b,1,0,0,CO,0,16
0,1,1,0,32,32,31,b,1,0,0,CO,0,16
0,1,1,0,32,31,32,y,0,1,0,CO,0,16
1,1,0,1,32,31,32,y,0,1,0,CO,0,16
0,1,1,0,32,32,31,b,1,0,0,CO,0,16
0,1,0,0,31,32,31,y,0,1,0,CO,0,16
0,1,1,0,32,31,32,y,0,1,0,CO,0,16
0,1,1,0,32,32,31,b,1,0,0,CO,0,16
0,1,0,0,31,32,31,y,0,1,0,CO,0,16
1,1,1,0,31,31,32,b,1,0,0,CO,0,16
1,1,0,1,32,31,32,y,0,1,0,CO,0,16
1,1,0,1,32,32,31,b,1,0,0,CO,0,16
1,1,0,0,32,32,31,b,1,0,0,CO,0,16
0,1,0,0,31,31,32,b,1,0,0,CO,0,16
1,1,1,1,31,32,31,y,0,1,0,CO,0,16
1,1,0,0,32,32,31,b,1,0,0,CO,0,16
1,1,1,1,31,32,31,y,0,1,0,CO,0,16
0,1,1,0,32,32,31,b,1,0,0,CO,0,16
1,1,0,0,32,32,31,b,1,0,0,CO,0,16
0,1,0,1,31,32,31,y,0,1,0,CO,0,16
0,1,0,0,31,32,31,y,0,1,0,CO,0,16
1,1,1,0,31,31,32,b,1,0,0,CO,0,16
1,1,1,0,31,32,31,y,0,1,0,CO,0,16
0,1,1,0,32,31,32,y,0,1,0,CO,0,16
1,1,0,0,32,32,31,b,1,0,0,CO,0,16
1,1,1,1,31,31,32,b,1,0,0,CO,0,16
0,1,1,1,32,32,31,b,1,0,0,CO,0,16
0,1,1,1,32,32,31,b,1,0,0,CO,0,16
0,1,0,1,31,31,32,b,1,0,0,CO,0,16
0,1,0,0,31,32,31,y,0,1,0,CO,0,16
1,1,1,1,31,31,32,b,1,0,0,CO,0,16
1,1,0,1,32,32,31,b,1,0,0,CO,0,16
0,1,1,1,32,31,32,y,0,1,0,CO,0,16
0,1,0,0,31,31,32,b,1,0,0,CO,0,16
0,1,1,1,32,31,32,y,0,1,0,CO,0,16
1,1,1,0,31,32,31,y,0,1,0,CO,0,16
1,1,1,1,31,32,31,y,0,1,0,CO,0,16
1,1,0,1,32,31,32,y,0,1,0,CO,0,16
1,1,1,1,31,32,31,y,0,1,0,CO,0,16
1,1,1,1,31,32,31,y,0,1,0,CO,0,16
0,1,0,1,31,32,31,y,0,1,0,CO,0,16
0,1,0,1,31,32,31,y,0,1,0,CO,0,16
1,1,1,0,31,31,32,b,1,0,0,CO,0,16
1,1,1,1,31,32,31,y,0,1,0,CO,0,16
1,1,0,0,32,32,31,b,1,0,0,CO,0,16
0,1,1,1,32,32,31,b,1,0,0,CO,0,16
1,1,1,1,31,32,31,y,0,1,0,CO,0,16
0,1,1,1,32,32,31,b,1,0,0,CO,0,16
1,1,0,1,32,31,32,y,0,1,0,CO,0,16
0,1,0,0,31,32,31,y,0,1,0,CO,0,16
1,1,0,0,32,31,32,y,0,1,0,CO,0,16
0,1,0,1,31,32,31,y,0,1,0,CO,0,16
0,1,1,0,33,33,34,b,1,0,0,CD,0,17
1,1,0,1,33,33,34,b,1,0,0,CD,0,17
1,1,0,0,34,33,34,y,0,1,0,CD,0,17
0,1,1,0,33,34,33,y,0,1,0,CD,0,17
0,1,1,1,34,34,33,b,1,0,0,CD,0,17
1,1,0,1,33,34,33,y,0,1,0,CD,0,17
0,1,1,1,34,34,33,b,1,0,0,CD,0,17
0,1,0,0,33,33,34,b,1,0,0,CD,0,17
0,1,0,1,34,33,34,y,0,1,0,CD,0,17
1,1,1,0,34,33,34,y,0,1,0,CD,0,17
1,1,0,1,33,33,34,b,1,0,0,CD,0,17
1,1,0,1,33,33,34,b,1,0,0,CD,0,17
1,1,1,0,34,34,33,b,1,0,0,CD,0,17
0,1,1,0,33,33,34,b,1,0,0,CD,0,17
1,1,0,0,34,33,34,y,0,1,0,CD,0,17
1,1,1,0,34,34,33,b,1,0,0,CD,0,17
0,1,0,1,34,33,34,y,0,1,0,CD,0,17
1,1,0,1,33,34,33,y,0,1,0,CD,0,17
1,1,1,0,34,33,34,y,0,1,0,CD,0,17
1,1,1,1,33,34,33,y,0,1,0,CD,0,17
0,1,1,0,33,34,33,y,0,1,0,CD,0,17
0,1,1,0,33,34,33,y,0,1,0,CD,0,17
0,1,0,0,33,33,34,b,1,0,0,CD,0,17
1,1,1,0,34,34,33,b,1,0,0,CD,0,17
1,1,1,1,33,34,33,y,0,1,0,CD,0,17
1,1,1,0,34,33,34,y,0,1,0,CD,0,17
0,1,1,0,33,34,33,y,0,1,0,CD,0,17
1,1,1,0,34,34,33,b,1,0,0,CD,0,17
1,1,1,0,34,33,34,y,0,1,0,CD,0,17
1,1,0,0,34,33,34,y,0,1,0,CD,0,17
0,1,0,0,33,34,33,y,0,1,0,CD,0,17
1,1,0,0,34,33,34,y,0,1,0,CD,0,17
0,1,0,0,33,33,34,b,1,0,0,CD,0,17
0,1,1,0,33,34,33,y,0,1,0,CD,0,17
0,1,0,0,33,33,34,b,1,0,0,CD,0,17
0,1,0,1,34,33,34,y,0,1,0,CD,0,17
1,1,1,1,33,33,34,b,1,0,0,CD,0,17
0,1,1,1,34,33,34,y,0,1,0,CD,0,17
1,1,0,0,34,34,33,b,1,0,0,CD,0,17
0,1,1,1,34,34,33,b,1,0,0,CD,0,17
1,1,0,0,34,33,34,y,0,1,0,CD,0,17
1,1,1,1,33,33,34,b,1,0,0,CD,0,17
0,1,1,0,33,34,33,y,0,1,0,CD,0,17
0,1,1,1,34,33,34,y,0,1,0,CD,0,17
1,1,1,1,33,34,33,y,0,1,0,CD,0,17
0,1,0,0,33,34,33,y,0,1,0,CD,0,17
0,1,1,1,34,33,34,y,0,1,0,CD,0,17
1,1,1,0,34,33,34,y,0,1,0,CD,0,17
0,1,0,0,33,33,34,b,1,0,0,CD,0,17
1,1,0,1,33,33,34,b,1,0,0,CD,0,17
0,1,0,0,33,34,33,y,0,1,0,CD,0,17
1,1,1,1,33,33,34,b,1,0,0,CD,0,17
1,1,0,1,33,34,33,y,0,1,0,CD,0,17
1,1,1,1,33,33,34,b,1,0,0,CD,0,17
0,1,1,1,34,33,34,y,0,1,0,CD,0,17
1,1,1,1,33,33,34,b,1,0,0,CD,0,17
1,1,0,1,33,34,33,y,0,1,0,CD,0,17
0,1,1,1,34,33,34,y,0,1,0,CD,0,17
0,1,1,0,33,34,33,y,0,1,0,CD,0,17
1,1,0,1,33,34,33,y,0,1,0,CD,0,17
0,1,0,1,34,33,34,y,0,1,0,CD,0,17
1,1,1,1,33,34,33,y,0,1,0,CD,0,17
1,1,0,1,33,34,33,y,0,1,0,CD,0,17
0,1,1,1,34,33,34,y,0,1,0,CD,0,17
1,1,0,0,34,34,33,b,1,0,0,CD,0,17
0,1,0,1,34,33,34,y,0,1,0,CD,0,17
0,1,0,1,34,33,34,y,0,1,0,CD,0,17
0,1,0,1,34,34,33,b,1,0,0,CD,0,17
1,1,0,0,34,33,34,y,0,1,0,CD,0,17
1,1,0,0,34,33,34,y,0,1,0,CD,0,17
0,1,1,1,34,33,34,y,0,1,0,CD,0,17
1,1,1,1,33,33,34,b,1,0,0,CD,0,17
1,1,0,0,34,34,33,b,1,0,0,CD,0,17
0,1,1,0,33,33,34,b,1,0,0,CD,0,17
0,1,0,1,34,34,33,b,1,0,0,CD,0,17
0,1,0,0,33,34,33,y,0,1,0,CD,0,17
1,1,1,0,34,33,34,y,0,1,0,CD,0,17
0,1,0,0,33,34,33,y,0,1,0,CD,0,17
0,1,0,1,34,33,34,y,0,1,0,CD,0,17
0,1,0,1,34,34,33,b,1,0,0,CD,0,17
1,1,1,1,35,35,36,b,1,0,0,CD,0,18
0,1,0,0,35,36,35,y,0,1,0,CD,0,18
1,1,0,1,35,35,36,b,1,0,0,CD,0,18
1,1,0,1,35,36,35,y,0,1,0,CD,0,18
0,1,1,0,35,36,35,y,0,1,0,CD,0,18
0,1,0,1,36,36,35,b,1,0,0,CD,0,18
1,1,1,1,35,35,36,b,1,0,0,CD,0,18
0,1,1,0,35,35,36,b,1,0,0,CD,0,18
0,1,0,0,35,35,36,b,1,0,0,CD,0,18
1,1,1,1,35,36,35,y,0,1,0,CD,0,18
0,1,1,1,36,35,36,y,0,1,0,CD,0,18
0,1,0,1,36,36,35,b,1,0,0,CD,0,18
0,1,0,0,35,35,36,b,1,0,0,CD,0,18
1,1,1,0,36,35,36,y,0,1,0,CD,0,18
1,1,1,0,36,36,35,b,1,0,0,CD,0,18
0,1,1,0,35,36,35,y,0,1,0,CD,0,18
1,1,0,0,36,35,36,y,0,1,0,CD,0,18
0,1,1,1,36,36,35,b,1,0,0,CD,0,18
0,1,0,1,36,36,35,b,1,0,0,CD,0,18
1,1,0,1,35,35,36,b,1,0,0,CD,0,18
0,1,0,1,36,35,36,y,0,1,0,CD,0,18
0,1,0,1,36,36,35,b,1,0,0,CD,0,18
1,1,0,1,35,36,35,y,0,1,0,CD,0,18
1,1,0,1,35,35,36,b,1,0,0,CD,0,18
1,1,1,0,36,35,36,y,0,1,0,CD,0,18
0,1,1,0,35,36,35,y,0,1,0,CD,0,18
0,1,1,1,36,35,36,y,0,1,0,CD,0,18
0,1,0,1,36,35,36,y,0,1,0,CD,0,18
1,1,0,0,36,35,36,y,0,1,0,CD,0,18
0,1,1,0,35,35,36,b,1,0,0,CD,0,18
0,1,0,0,35,36,35,y,0,1,0,CD,0,18
1,1,1,0,36,36,35,b,1,0,0,CD,0,18
1,1,1,1,35,36,35,y,0,1,0,CD,0,18
0,1,1,1,36,36,35,b,1,0,0,CD,0,18
1,1,0,1,35,35,36,b,1,0,0,CD,0,18
0,1,1,0,35,36,35,y,0,1,0,CD,0,18
1,1,1,1,35,36,35,y,0,1,0,CD,0,18
0,1,0,1,36,35,36,y,0,1,0,CD,0,18
0,1,0,0,35,36,35,y,0,1,0,CD,0,18
0,1,1,0,35,35,36,b,1,0,0,CD,0,18
1,1,1,0,36,36,35,b,1,0,0,CD,0,18
0,1,1,1,36,35,36,y,0,1,0,CD,0,18
0,1,0,0,35,36,35,y,0,1,0,CD,0,18
1,1,1,0,36,36,35,b,1,0,0,CD,0,18
0,1,1,0,35,36,35,y,0,1,0,CD,0,18
0,1,1,1,36,35,36,y,0,1,0,CD,0,18
0,1,0,0,35,35,36,b,1,0,0,CD,0,18
1,1,0,0,36,36,35,b,1,0,0,CD,0,18
0,1,1,0,35,36,35,y,0,1,0,CD,0,18
1,1,0,0,36,36,35,b,1,0,0,CD,0,18
1,1,1,0,36,35,36,y,0,1,0,CD,0,18
1,1,0,0,36,35,36,y,0,1,0,CD,0,18
0,1,0,1,36,35,36,y,0,1,0,CD,0,18
0,1,1,1,36,35,36,y,0,1,0,CD,0,18
1,1,0,1,35,35,36,b,1,0,0,CD,0,18
0,1,1,0,35,36,35,y,0,1,0,CD,0,18
1,1,1,0,36,36,35,b,1,0,0,CD,0,18
0,1,0,0,35,36,35,y,0,1,0,CD,0,18
1,1,1,1,35,35,36,b,1,0,0,CD,0,18
0,1,1,1,36,35,36,y,0,1,0,CD,0,18
0,1,0,1,36,36,35,b,1,0,0,CD,0,18
1,1,1,1,35,35,36,b,1,0,0,CD,0,18
1,1,0,0,36,35,36,y,0,1,0,CD,0,18
1,1,0,0,36,36,35,b,1,0,0,CD,0,18
1,1,1,0,36,35,36,y,0,1,0,CD,0,18
1,1,0,1,35,36,35,y,0,1,0,CD,0,18
1,1,1,1,35,36,35,y,0,1,0,CD,0,18
0,1,0,0,35,36,35,y,0,1,0,CD,0,18
0,1,1,1,36,36,35,b,1,0,0,CD,0,18
1,1,0,0,36,35,36,y,0,1,0,CD,0,18
1,1,0,0,36,35,36,y,0,1,0,CD,0,18
1,1,1,1,35,35,36,b,1,0,0,CD,0,18
1,1,0,1,35,36,35,y,0,1,0,CD,0,18
1,1,0,0,36,35,36,y,0,1,0,CD,0,18
0,1,0,1,36,36,35,b,1,0,0,CD,0,18
0,1,1,1,36,35,36,y,0,1,0,CD,0,18
0,1,0,0,35,36,35,y,0,1,0,CD,0,18
1,1,1,1,35,35,36,b,1,0,0,CD,0,18
1,1,0,1,35,36,35,y,0,1,0,CD,0,18
1,1,1,0,36,35,36,y,0,1,0,CD,0,18
0,1,1,0,37,38,37,y,0,1,0,CD,1,19
0,1,1,1,37,37,38,b,1,0,0,CD,1,19
1,1,1,0,37,38,37,y,0,1,0,CD,1,19
0,1,0,1,37,37,38,b,1,0,0,CD,1,19
1,1,0,1,38,38,37,b,1,0,0,CD,1,19
1,1,0,0,37,38,37,y,0,1,0,CD,1,19
1,1,1,0,37,38,37,y,0,1,0,CD,1,19
0,1,0,0,37,38,37,y,0,1,0,CD,1,19
1,1,1,0,37,38,37,y,0,1,0,CD,1,19
0,1,1,1,37,37,38,b,1,0,0,CD,1,19
1,1,1,0,37,38,37,y,0,1,0,CD,1,19
1,1,1,1,38,38,37,b,1,0,0,CD,1,19
0,1,0,1,37,38,37,y,0,1,0,CD,1,19
0,1,1,1,37,37,38,b,1,0,0,CD,1,19
0,1,0,0,37,38,37,y,0,1,0,CD,1,19
1,1,1,1,38,38,37,b,1,0,0,CD,1,19
1,1,0,1,38,38,37,b,1,0,0,CD,1,19
0,1,0,1,37,37,38,b,1,0,0,CD,1,19
1,1,0,0,37,38,37,y,0,1,0,CD,1,19
0,1,0,0,37,37,38,b,1,0,0,CD,1,19
0,1,0,1,37,38,37,y,0,1,0,CD,1,19
1,1,0,1,38,37,38,y,0,1,0,CD,1,19
1,1,0,1,38,37,38,y,0,1,0,CD,1,19
0,1,0,0,37,38,37,y,0,1,0,CD,1,19
0,1,0,0,37,37,38,b,1,0,0,CD,1,19
1,1,1,0,37,37,38,b,1,0,0,CD,1,19
0,1,0,1,37,38,37,y,0,1,0,CD,1,19
0,1,1,0,37,38,37,y,0,1,0,CD,1,19
0,1,0,1,37,38,37,y,0,1,0,CD,1,19
0,1,1,1,37,37,38,b,1,0,0,CD,1,19
0,1,0,0,37,38,37,y,0,1,0,CD,1,19
0,1,0,0,37,37,38,b,1,0,0,CD,1,19
0,1,0,1,37,38,37,y,0,1,0,CD,1,19
1,1,1,0,37,38,37,y,0,1,0,CD,1,19
1,1,1,1,38,38,37,b,1,0,0,CD,1,19
0,1,1,1,37,37,38,b,1,0,0,CD,1,19
0,1,0,1,37,38,37,y,0,1,0,CD,1,19
1,1,0,0,37,37,38,b,1,0,0,CD,1,19
0,1,1,0,37,37,38,b,1,0,0,CD,1,19
1,1,1,1,38,37,38,y,0,1,0,CD,1,19
0,1,1,1,37,38,37,y,0,1,0,CD,1,19
1,1,0,0,37,38,37,y,0,1,0,CD,1,19
1,1,0,0,37,38,37,y,0,1,0,CD,1,19
1,1,1,1,38,38,37,b,1,0,0,CD,1,19
1,1,0,1,38,38,37,b,1,0,0,CD,1,19
0,1,1,0,37,37,38,b,1,0,0,CD,1,19
1,1,0,0,37,38,37,y,0,1,0,CD,1,19
0,1,0,0,37,38,37,y,0,1,0,CD,1,19
1,1,1,1,38,38,37,b,1,0,0,CD,1,19
1,1,1,1,38,38,37,b,1,0,0,CD,1,19
1,1,1,1,38,38,37,b,1,0,0,CD,1,19
1,1,0,1,38,37,38,y,0,1,0,CD,1,19
1,1,0,0,37,37,38,b,1,0,0,CD,1,19
0,1,1,1,37,37,38,b,1,0,0,CD,1,19
1,1,1,1,38,37,38,y,0,1,0,CD,1,19
1,1,0,1,38,38,37,b,1,0,0,CD,1,19
1,1,0,0,37,37,38,b,1,0,0,CD,1,19
0,1,1,1,37,38,37,y,0,1,0,CD,1,19
0,1,1,1,37,37,38,b,1,0,0,CD,1,19
1,1,0,0,37,37,38,b,1,0,0,CD,1,19
1,1,1,0,37,37,38,b,1,0,0,CD,1,19
0,1,1,1,37,38,37,y,0,1,0,CD,1,19
0,1,1,0,37,38,37,y,0,1,0,CD,1,19
0,1,0,1,37,37,38,b,1,0,0,CD,1,19
0,1,0,0,37,38,37,y,0,1,0,CD,1,19
1,1,0,1,38,37,38,y,0,1,0,CD,1,19
1,1,1,1,38,37,38,y,0,1,0,CD,1,19
0,1,1,0,37,38,37,y,0,1,0,CD,1,19
0,1,1,0,37,38,37,y,0,1,0,CD,1,19
1,1,1,0,37,38,37,y,0,1,0,CD,1,19
0,1,1,0,37,37,38,b,1,0,0,CD,1,19
1,1,0,1,38,38,37,b,1,0,0,CD,1,19
1,1,0,0,37,37,38,b,1,0,0,CD,1,19
0,1,0,1,37,37,38,b,1,0,0,CD,1,19
1,1,0,1,38,37,38,y,0,1,0,CD,1,19
1,1,1,0,37,38,37,y,0,1,0,CD,1,19
0,1,1,0,37,37,38,b,1,0,0,CD,1,19
0,1,0,0,37,38,37,y,0,1,0,CD,1,19
0,1,1,0,37,37,38,b,1,0,0,CD,1,19
1,1,1,0,37,37,38,b,1,0,0,CD,1,19
0,1,1,1,39,39,40,b,1,0,0,OD,0,20
0,1,1,1,39,40,39,y,0,1,0,OD,0,20
0,1,0,0,39,40,39,y,0,1,0,OD,0,20
1,1,1,0,40,39,40,y,0,1,0,OD,0,20
0,1,1,0,40,40,39,b,1,0,0,OD,0,20
0,1,1,1,39,40,39,y,0,1,0,OD,0,20
0,1,1,0,40,40,39,b,1,0,0,OD,0,20
0,1,1,1,39,40,39,y,0,1,0,OD,0,20
1,1,0,1,40,40,39,b,1,0,0,OD,0,20
0,1,0,0,39,40,39,y,0,1,0,OD,0,20
0,1,1,0,40,40,39,b,1,0,0,OD,0,20
0,1,0,0,39,39,40,b,1,0,0,OD,0,20
1,1,1,0,40,39,40,y,0,1,0,OD,0,20
0,1,0,1,40,39,40,y,0,1,0,OD,0,20
1,1,1,1,39,40,39,y,0,1,0,OD,0,20
1,1,0,0,39,40,39,y,0,1,0,OD,0,20
1,1,1,0,40,39,40,y,0,1,0,OD,0,20
0,1,0,0,39,40,39,y,0,1,0,OD,0,20
1,1,1,0,40,40,39,b,1,0,0,OD,0,20
0,1,1,0,40,39,40,y,0,1,0,OD,0,20
0,1,0,0,39,39,40,b,1,0,0,OD,0,20
0,1,0,0,39,40,39,y,0,1,0,OD,0,20
1,1,1,1,39,40,39,y,0,1,0,OD,0,20
1,1,0,0,39,40,39,y,0,1,0,OD,0,20
1,1,0,1,40,39,40,y,0,1,0,OD,0,20
0,1,1,1,39,40,39,y,0,1,0,OD,0,20
0,1,0,0,39,40,39,y,0,1,0,OD,0,20
0,1,1,1,39,39,40,b,1,0,0,OD,0,20
0,1,0,0,39,39,40,b,1,0,0,OD,0,20
0,1,1,1,39,39,40,b,1,0,0,OD,0,20
1,1,1,0,40,39,40,y,0,1,0,OD,0,20
0,1,1,1,39,39,40,b,1,0,0,OD,0,20
0,1,0,1,40,40,39,b,1,0,0,OD,0,20
0,1,0,1,40,39,40,y,0,1,0,OD,0,20
0,1,0,0,39,39,40,b,1,0,0,OD,0,20
0,1,0,1,40,39,40,y,0,1,0,OD,0,20
0,1,1,1,39,40,39,y,0,1,0,OD,0,20
1,1,1,1,39,39,40,b,1,0,0,OD,0,20
1,1,1,1,39,40,39,y,0,1,0,OD,0,20
1,1,1,0,40,39,40,y,0,1,0,OD,0,20
0,1,1,0,40,40,39,b,1,0,0,OD,0,20
0,1,1,0,40,39,40,y,0,1,0,OD,0,20
1,1,1,1,39,40,39,y,0,1,0,OD,0,20
0,1,1,1,39,39,40,b,1,0,0,OD,0,20
1,1,0,1,40,39,40,y,0,1,0,OD,0,20
0,1,1,0,40,40,39,b,1,0,0,OD,0,20
1,1,1,1,39,39,40,b,1,0,0,OD,0,20
1,1,1,0,40,40,39,b,1,0,0,OD,0,20
1,1,0,1,40,40,39,b,1,0,0,OD,0,20
1,1,0,1,40,40,39,b,1,0,0,OD,0,20
1,1,0,1,40,39,40,y,0,1,0,OD,0,20
1,1,1,1,39,40,39,y,0,1,0,OD,0,20
1,1,1,1,39,40,39,y,0,1,0,OD,0,20
0,1,0,1,40,40,39,b,1,0,0,OD,0,20
0,1,0,1,40,39,40,y,0,1,0,OD,0,20
0,1,1,0,40,39,40,y,0,1,0,OD,0,20
1,1,0,0,39,39,40,b,1,0,0,OD,0,20
0,1,0,1,40,40,39,b,1,0,0,OD,0,20
0,1,1,0,40,39,40,y,0,1,0,OD,0,20
0,1,1,0,40,40,39,b,1,0,0,OD,0,20
1,1,0,0,39,40,39,y,0,1,0,OD,0,20
1,1,0,1,40,39,40,y,0,1,0,OD,0,20
1,1,0,1,40,39,40,y,0,1,0,OD,0,20
1,1,0,0,39,39,40,b,1,0,0,OD,0,20
1,1,0,0,39,40,39,y,0,1,0,OD,0,20
0,1,0,0,39,39,40,b,1,0,0,OD,0,20
1,1,1,0,40,40,39,b,1,0,0,OD,0,20
0,1,0,1,40,39,40,y,0,1,0,OD,0,20
1,1,0,1,40,39,40,y,0,1,0,OD,0,20
1,1,1,0,40,39,40,y,0,1,0,OD,0,20
1,1,0,1,40,39,40,y,0,1,0,OD,0,20
1,1,0,0,39,39,40,b,1,0,0,OD,0,20
1,1,0,0,39,39,40,b,1,0,0,OD,0,20
1,1,0,0,39,40,39,y,0,1,0,OD,0,20
1,1,1,1,39,39,40,b,1,0,0,OD,0,20
1,1,0,0,39,39,40,b,1,0,0,OD,0,20
0,1,0,1,40,40,39,b,1,0,0,OD,0,20
1,1,1,0,40,39,40,y,0,1,0,OD,0,20
1,1,1,1,39,40,39,y,0,1,0,OD,0,20
0,1,0,1,40,39,40,y,0,1,0,OD,0,20
